#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
1700016K19Rik	Ate1	10090.ENSMUSP00000063358	10090.ENSMUSP00000033139	0	0	0	0	0	0.051	0	0.487	0.492
Atp23	Dpp3	10090.ENSMUSP00000128382	10090.ENSMUSP00000025851	0	0	0	0	0	0	0	0.575	0.575
Atp23	Yme1l1	10090.ENSMUSP00000128382	10090.ENSMUSP00000028117	0	0	0	0	0.054	0.137	0	0.442	0.505
Atp23	Lonp1	10090.ENSMUSP00000128382	10090.ENSMUSP00000041814	0	0	0	0	0.058	0	0	0.400	0.411
Atp23	Oma1	10090.ENSMUSP00000128382	10090.ENSMUSP00000045269	0	0	0	0	0.047	0.093	0	0.730	0.746
Atp23	Parl	10090.ENSMUSP00000128382	10090.ENSMUSP00000045361	0	0	0	0	0.060	0.093	0	0.403	0.446
Atp23	Immp1l	10090.ENSMUSP00000128382	10090.ENSMUSP00000049044	0	0	0	0	0.070	0.097	0	0.470	0.516
Atp23	Zmpste24	10090.ENSMUSP00000128382	10090.ENSMUSP00000053900	0	0	0	0	0	0.082	0	0.430	0.455
Atp23	Espl1	10090.ENSMUSP00000128382	10090.ENSMUSP00000064465	0	0	0	0	0.070	0	0	0.462	0.478
Atp23	Mipep	10090.ENSMUSP00000128382	10090.ENSMUSP00000069840	0	0	0	0	0.061	0	0	0.684	0.690
Atp23	Pmpca	10090.ENSMUSP00000128382	10090.ENSMUSP00000075762	0	0	0	0	0.045	0	0	0.515	0.517
Atp23	Fxn	10090.ENSMUSP00000128382	10090.ENSMUSP00000080081	0	0	0	0	0.099	0	0	0.432	0.466
Atp23	Htra2	10090.ENSMUSP00000128382	10090.ENSMUSP00000087073	0	0	0	0	0.049	0	0	0.426	0.431
Atp23	Nln	10090.ENSMUSP00000128382	10090.ENSMUSP00000104938	0	0	0	0	0.052	0	0	0.555	0.560
Atp23	Immp2l	10090.ENSMUSP00000128382	10090.ENSMUSP00000118779	0	0	0	0	0.054	0.097	0	0.561	0.593
Atp23	Spg7	10090.ENSMUSP00000128382	10090.ENSMUSP00000119552	0	0	0	0	0.054	0.099	0	0.485	0.522
Atp23	Pitrm1	10090.ENSMUSP00000128382	10090.ENSMUSP00000152229	0	0	0	0	0.061	0	0	0.465	0.476
Atp23	Xpnpep3	10090.ENSMUSP00000128382	10090.ENSMUSP00000132822	0	0	0	0	0.047	0	0	0.540	0.543
Atp6ap2	Cma1	10090.ENSMUSP00000033313	10090.ENSMUSP00000022834	0	0	0	0	0	0	0	0.454	0.454
Atp6ap2	Enpep	10090.ENSMUSP00000033313	10090.ENSMUSP00000029658	0	0	0	0	0	0	0	0.458	0.458
Atp6ap2	Ndfip1	10090.ENSMUSP00000033313	10090.ENSMUSP00000158314	0	0	0	0	0.401	0	0	0	0.401
Atp6ap2	Furin	10090.ENSMUSP00000033313	10090.ENSMUSP00000113793	0	0	0	0	0	0	0	0.408	0.408
Atp6ap2	Vps35	10090.ENSMUSP00000033313	10090.ENSMUSP00000034131	0	0	0	0	0.154	0	0	0.369	0.444
Atp6ap2	Prcp	10090.ENSMUSP00000033313	10090.ENSMUSP00000075429	0	0	0	0	0.042	0	0	0.478	0.479
Atp6ap2	Ermp1	10090.ENSMUSP00000033313	10090.ENSMUSP00000124881	0	0	0	0	0.043	0.079	0	0.467	0.489
Atp6ap2	Usp9y	10090.ENSMUSP00000033313	10090.ENSMUSP00000088727	0	0	0	0	0	0	0	0.538	0.538
Atp6ap2	Usp9x	10090.ENSMUSP00000033313	10090.ENSMUSP00000086716	0	0	0	0	0.066	0	0	0.573	0.584
Atp6ap2	Ctsd	10090.ENSMUSP00000033313	10090.ENSMUSP00000121203	0	0	0	0	0.119	0.063	0.700	0.265	0.793
Atp6ap2	Ren1	10090.ENSMUSP00000033313	10090.ENSMUSP00000092135	0	0	0	0	0.089	0.072	0.900	0.996	0.999
Atxn3	Uba1	10090.ENSMUSP00000021606	10090.ENSMUSP00000001989	0	0	0	0	0	0.050	0	0.460	0.465
Atxn3	Uchl3	10090.ENSMUSP00000021606	10090.ENSMUSP00000002289	0	0	0	0	0	0	0	0.546	0.546
Atxn3	Usp19	10090.ENSMUSP00000021606	10090.ENSMUSP00000006854	0	0	0	0	0.061	0	0	0.519	0.529
Atxn3	Ubqln4	10090.ENSMUSP00000021606	10090.ENSMUSP00000008748	0	0	0	0	0.054	0.125	0	0.438	0.494
Atxn3	Nedd8	10090.ENSMUSP00000021606	10090.ENSMUSP00000010520	0	0	0	0	0	0.125	0	0.426	0.476
Atxn3	Ubb	10090.ENSMUSP00000021606	10090.ENSMUSP00000019649	0	0	0	0	0	0.673	0.400	0.191	0.827
Atxn3	Ubxn6	10090.ENSMUSP00000021606	10090.ENSMUSP00000019722	0	0	0	0	0.049	0	0	0.633	0.636
Atxn3	Psen1	10090.ENSMUSP00000021606	10090.ENSMUSP00000098786	0	0	0	0	0.057	0	0	0.391	0.401
Atxn3	Usp26	10090.ENSMUSP00000021606	10090.ENSMUSP00000110519	0	0	0	0	0	0.065	0	0.385	0.401
Atxn3	Usp20	10090.ENSMUSP00000021606	10090.ENSMUSP00000099913	0	0	0	0	0.055	0	0	0.396	0.405
Atxn3	Otud6b	10090.ENSMUSP00000021606	10090.ENSMUSP00000157661	0	0	0	0	0.085	0	0	0.387	0.415
Atxn3	Brcc3	10090.ENSMUSP00000021606	10090.ENSMUSP00000033544	0	0	0	0	0.051	0.081	0	0.391	0.422
Atxn3	Usp4	10090.ENSMUSP00000021606	10090.ENSMUSP00000035237	0	0	0	0	0.064	0	0	0.409	0.424
Atxn3	Usp12	10090.ENSMUSP00000021606	10090.ENSMUSP00000082754	0	0	0	0	0.115	0	0	0.382	0.429
Atxn3	Stambpl1	10090.ENSMUSP00000021606	10090.ENSMUSP00000059927	0	0	0	0	0	0.081	0	0.408	0.433
Atxn3	H2bc1	10090.ENSMUSP00000021606	10090.ENSMUSP00000056604	0	0	0	0	0	0	0	0.438	0.438
Atxn3	Usp37	10090.ENSMUSP00000021606	10090.ENSMUSP00000140670	0	0	0	0	0.060	0.065	0	0.412	0.438
Atxn3	Otud4	10090.ENSMUSP00000021606	10090.ENSMUSP00000133939	0	0	0	0	0.105	0	0	0.406	0.445
Atxn3	Usp28	10090.ENSMUSP00000021606	10090.ENSMUSP00000047467	0	0	0	0	0.048	0.088	0	0.415	0.448
Atxn3	Otub2	10090.ENSMUSP00000021606	10090.ENSMUSP00000098655	0	0	0	0	0	0.064	0	0.439	0.452
Atxn3	Ubqln3	10090.ENSMUSP00000021606	10090.ENSMUSP00000055229	0	0	0	0	0	0.125	0	0.401	0.453
Atxn3	Usp11	10090.ENSMUSP00000021606	10090.ENSMUSP00000033383	0	0	0	0	0.054	0	0	0.462	0.469
Atxn3	Usp17le	10090.ENSMUSP00000021606	10090.ENSMUSP00000147776	0	0	0	0	0.056	0	0	0.461	0.470
Atxn3	Otud1	10090.ENSMUSP00000021606	10090.ENSMUSP00000100617	0	0	0	0	0.053	0	0	0.467	0.473
Atxn3	Stambp	10090.ENSMUSP00000021606	10090.ENSMUSP00000070876	0	0	0	0	0.044	0.081	0	0.449	0.474
Atxn3	Pik3c3	10090.ENSMUSP00000021606	10090.ENSMUSP00000111479	0	0	0	0	0.197	0	0	0.374	0.476
Atxn3	Otud5	10090.ENSMUSP00000021606	10090.ENSMUSP00000111330	0	0	0	0	0.066	0	0	0.463	0.477
Atxn3	Mysm1	10090.ENSMUSP00000021606	10090.ENSMUSP00000075269	0	0	0	0	0.057	0.081	0	0.446	0.478
Atxn3	Ube4a	10090.ENSMUSP00000021606	10090.ENSMUSP00000112632	0	0	0	0	0.061	0.251	0	0.321	0.480
Atxn3	Plaa	10090.ENSMUSP00000021606	10090.ENSMUSP00000102724	0	0	0	0	0.120	0	0	0.435	0.482
Atxn3	Usp32	10090.ENSMUSP00000021606	10090.ENSMUSP00000103710	0	0	0	0	0.115	0	0	0.441	0.484
Atxn3	Usp2	10090.ENSMUSP00000021606	10090.ENSMUSP00000034508	0	0	0	0	0	0.077	0	0.465	0.485
Atxn3	Usp25	10090.ENSMUSP00000021606	10090.ENSMUSP00000023580	0	0	0	0	0.071	0.077	0	0.453	0.490
Atxn3	Uba52	10090.ENSMUSP00000021606	10090.ENSMUSP00000120096	0	0	0	0	0	0.491	0	0	0.491
Atxn3	Usp9x	10090.ENSMUSP00000021606	10090.ENSMUSP00000086716	0	0	0	0	0.123	0	0	0.454	0.500
Atxn3	Usp1	10090.ENSMUSP00000021606	10090.ENSMUSP00000030289	0	0	0	0	0.086	0	0	0.487	0.511
Atxn3	Usp30	10090.ENSMUSP00000021606	10090.ENSMUSP00000031588	0	0	0	0	0.053	0	0	0.507	0.514
Atxn3	Psmd14	10090.ENSMUSP00000021606	10090.ENSMUSP00000028278	0	0	0	0	0.043	0.081	0	0.495	0.517
Atxn3	Usp15	10090.ENSMUSP00000021606	10090.ENSMUSP00000151244	0	0	0	0	0.098	0	0	0.487	0.517
Atxn3	Faf1	10090.ENSMUSP00000021606	10090.ENSMUSP00000099785	0	0	0	0	0.057	0.093	0	0.481	0.517
Atxn3	Uchl1	10090.ENSMUSP00000021606	10090.ENSMUSP00000031131	0	0	0	0	0	0	0	0.532	0.532
Atxn3	Vcpip1	10090.ENSMUSP00000021606	10090.ENSMUSP00000051248	0	0	0	0	0.124	0	0	0.495	0.539
Atxn3	Otub1	10090.ENSMUSP00000021606	10090.ENSMUSP00000025679	0	0	0	0	0	0.056	0	0.542	0.549
Atxn3	Yod1	10090.ENSMUSP00000021606	10090.ENSMUSP00000055318	0	0	0	0	0.045	0	0	0.558	0.560
Atxn3	Uchl5	10090.ENSMUSP00000021606	10090.ENSMUSP00000140106	0	0	0	0	0.043	0	0	0.561	0.562
Atxn3	Cops5	10090.ENSMUSP00000021606	10090.ENSMUSP00000027050	0	0	0	0	0.046	0.081	0	0.542	0.563
Atxn3	Psmd7	10090.ENSMUSP00000021606	10090.ENSMUSP00000041968	0	0	0	0	0.042	0.116	0	0.548	0.584
Atxn3	Usp8	10090.ENSMUSP00000021606	10090.ENSMUSP00000106046	0	0	0	0	0.115	0.071	0	0.553	0.600
Atxn3	Usp7	10090.ENSMUSP00000021606	10090.ENSMUSP00000124093	0	0	0	0	0.087	0.063	0	0.596	0.624
Atxn3	Josd1	10090.ENSMUSP00000021606	10090.ENSMUSP00000023061	0	0	0	0.623	0.100	0	0	0.611	0.635
Atxn3	Taf4	10090.ENSMUSP00000021606	10090.ENSMUSP00000038610	0	0	0	0	0.074	0.088	0	0.605	0.637
Atxn3	Mpnd	10090.ENSMUSP00000021606	10090.ENSMUSP00000119745	0	0	0	0	0	0.081	0	0.631	0.647
Atxn3	Josd2	10090.ENSMUSP00000021606	10090.ENSMUSP00000048415	0	0	0	0.665	0	0	0	0.653	0.653
Atxn3	Gm11808	10090.ENSMUSP00000021606	10090.ENSMUSP00000086852	0	0	0	0	0	0.491	0.400	0	0.681
Atxn3	Usp5	10090.ENSMUSP00000021606	10090.ENSMUSP00000041299	0	0	0	0	0.043	0.093	0	0.690	0.707
Atxn3	Ube4b	10090.ENSMUSP00000021606	10090.ENSMUSP00000099501	0	0	0	0	0.050	0.251	0	0.622	0.707
Atxn3	Usp13	10090.ENSMUSP00000021606	10090.ENSMUSP00000072155	0	0	0	0	0	0.098	0	0.702	0.719
Atxn3	Ubqln2	10090.ENSMUSP00000021606	10090.ENSMUSP00000056888	0	0	0	0	0	0.125	0	0.701	0.727
Atxn3	Usp14	10090.ENSMUSP00000021606	10090.ENSMUSP00000089728	0	0	0	0	0.046	0	0	0.767	0.768
Atxn3	Ufd1	10090.ENSMUSP00000021606	10090.ENSMUSP00000111241	0	0	0	0	0	0	0	0.769	0.769
Atxn3	Ube2w	10090.ENSMUSP00000021606	10090.ENSMUSP00000157633	0	0	0	0	0.051	0.088	0	0.771	0.784
Atxn3	Nploc4	10090.ENSMUSP00000021606	10090.ENSMUSP00000035851	0	0	0	0	0.084	0	0	0.785	0.794
Atxn3	Atxn7	10090.ENSMUSP00000021606	10090.ENSMUSP00000022257	0	0	0	0	0.091	0	0	0.817	0.827
Atxn3	Rps27a	10090.ENSMUSP00000021606	10090.ENSMUSP00000099909	0	0	0	0	0	0.728	0.400	0.193	0.856
Atxn3	Ubc	10090.ENSMUSP00000021606	10090.ENSMUSP00000114180	0	0	0	0	0	0.689	0.400	0.302	0.858
Atxn3	Hdac6	10090.ENSMUSP00000021606	10090.ENSMUSP00000033501	0	0	0	0	0.046	0.093	0	0.866	0.874
Atxn3	Rad23b	10090.ENSMUSP00000021606	10090.ENSMUSP00000030134	0	0	0	0	0.050	0.280	0.700	0.470	0.876
Atxn3	Ubqln1	10090.ENSMUSP00000021606	10090.ENSMUSP00000050191	0	0	0	0	0.046	0.125	0	0.894	0.904
Atxn3	Stub1	10090.ENSMUSP00000021606	10090.ENSMUSP00000040431	0	0	0	0	0	0.540	0	0.847	0.927
Atxn3	Rad23a	10090.ENSMUSP00000021606	10090.ENSMUSP00000105383	0	0	0	0	0.048	0.414	0.700	0.718	0.946
Atxn3	Prkn	10090.ENSMUSP00000021606	10090.ENSMUSP00000140587	0	0	0	0	0	0.398	0.900	0.855	0.990
Atxn3	Vcp	10090.ENSMUSP00000021606	10090.ENSMUSP00000030164	0	0	0	0	0.053	0.698	0.700	0.947	0.994
Atxn7	Ubqln4	10090.ENSMUSP00000022257	10090.ENSMUSP00000008748	0	0	0	0	0	0.260	0	0.251	0.422
Atxn7	Ubb	10090.ENSMUSP00000022257	10090.ENSMUSP00000019649	0	0	0	0	0	0.540	0.400	0.071	0.721
Atxn7	Sirt1	10090.ENSMUSP00000022257	10090.ENSMUSP00000112595	0	0	0	0	0.077	0.113	0	0.339	0.411
Atxn7	Uba52	10090.ENSMUSP00000022257	10090.ENSMUSP00000120096	0	0	0	0	0.047	0.415	0	0	0.418
Atxn7	Rnf4	10090.ENSMUSP00000022257	10090.ENSMUSP00000138555	0	0	0	0	0	0.069	0	0.411	0.428
Atxn7	Usp44	10090.ENSMUSP00000022257	10090.ENSMUSP00000149020	0	0	0	0	0	0.385	0	0.148	0.453
Atxn7	Usp17lc	10090.ENSMUSP00000022257	10090.ENSMUSP00000078323	0	0	0	0	0	0.385	0	0.148	0.453
Atxn7	Usp30	10090.ENSMUSP00000022257	10090.ENSMUSP00000031588	0	0	0	0	0.079	0.385	0	0.148	0.475
Atxn7	Usp49	10090.ENSMUSP00000022257	10090.ENSMUSP00000024779	0	0	0	0	0.084	0.385	0	0.148	0.478
Atxn7	Taf7	10090.ENSMUSP00000022257	10090.ENSMUSP00000065645	0	0	0	0	0	0	0.540	0	0.540
Atxn7	Taf2	10090.ENSMUSP00000022257	10090.ENSMUSP00000043733	0	0	0	0	0.061	0	0.540	0	0.549
Atxn7	Fxn	10090.ENSMUSP00000022257	10090.ENSMUSP00000080081	0	0	0	0	0	0	0	0.610	0.610
Atxn7	Gm11808	10090.ENSMUSP00000022257	10090.ENSMUSP00000086852	0	0	0	0	0	0.415	0.400	0	0.633
Atxn7	Usp3	10090.ENSMUSP00000022257	10090.ENSMUSP00000122199	0	0	0	0	0.061	0.385	0.400	0.148	0.665
Atxn7	Ubc	10090.ENSMUSP00000022257	10090.ENSMUSP00000114180	0	0	0	0	0.041	0.540	0.400	0.065	0.719
Atxn7	Taf4	10090.ENSMUSP00000022257	10090.ENSMUSP00000038610	0	0	0	0	0.158	0	0.540	0.335	0.720
Atxn7	Usp51	10090.ENSMUSP00000022257	10090.ENSMUSP00000093427	0	0	0	0	0	0.539	0	0.474	0.747
Atxn7	Usp27x	10090.ENSMUSP00000022257	10090.ENSMUSP00000139402	0	0	0	0	0.050	0.539	0	0.472	0.748
Atxn7	Rps27a	10090.ENSMUSP00000022257	10090.ENSMUSP00000099909	0	0	0	0	0	0.611	0.400	0	0.756
Atxn7	Sf3b3	10090.ENSMUSP00000022257	10090.ENSMUSP00000045073	0	0	0	0	0	0.626	0.540	0.126	0.836
Atxn7	Sf3b5	10090.ENSMUSP00000022257	10090.ENSMUSP00000100771	0	0	0	0	0	0.614	0.540	0.163	0.838
Atxn7	Taf5	10090.ENSMUSP00000022257	10090.ENSMUSP00000026027	0	0	0	0	0.063	0.561	0.540	0.280	0.845
Atxn7	Supt7l	10090.ENSMUSP00000022257	10090.ENSMUSP00000067337	0	0	0	0	0.049	0.647	0.540	0.219	0.863
Atxn7	Tada1	10090.ENSMUSP00000022257	10090.ENSMUSP00000027846	0	0	0	0	0	0.747	0.540	0	0.878
Atxn7	Sgf29	10090.ENSMUSP00000022257	10090.ENSMUSP00000032956	0	0	0	0	0.043	0.577	0.540	0.532	0.901
Atxn7	Taf6	10090.ENSMUSP00000022257	10090.ENSMUSP00000106561	0	0	0	0	0.055	0.723	0.540	0.403	0.918
Atxn7	Taf5l	10090.ENSMUSP00000022257	10090.ENSMUSP00000128710	0	0	0	0	0.050	0.718	0.540	0.458	0.924
Atxn7	Supt20	10090.ENSMUSP00000022257	10090.ENSMUSP00000131454	0	0	0	0	0.053	0.808	0.540	0.212	0.925
Atxn7	Taf9	10090.ENSMUSP00000022257	10090.ENSMUSP00000140244	0	0	0	0	0	0.559	0.540	0.677	0.928
Atxn7	Supt3	10090.ENSMUSP00000022257	10090.ENSMUSP00000050783	0	0	0	0	0.051	0.807	0.540	0.270	0.930
Atxn7	Tada2b	10090.ENSMUSP00000022257	10090.ENSMUSP00000031097	0	0	0	0	0.100	0.516	0.800	0.344	0.935
Atxn7	Taf6l	10090.ENSMUSP00000022257	10090.ENSMUSP00000135220	0	0	0	0	0.069	0.805	0.540	0.500	0.952
Atxn7	Taf12	10090.ENSMUSP00000022257	10090.ENSMUSP00000030731	0	0	0	0	0.096	0.830	0.540	0.551	0.964
Atxn7	Tada3	10090.ENSMUSP00000022257	10090.ENSMUSP00000032410	0	0	0	0	0.052	0.673	0.800	0.554	0.968
Atxn7	Trrap	10090.ENSMUSP00000022257	10090.ENSMUSP00000098035	0	0	0	0	0.042	0.841	0.540	0.627	0.970
Atxn7	Taf10	10090.ENSMUSP00000022257	10090.ENSMUSP00000118105	0	0	0	0	0.044	0.766	0.800	0.502	0.974
Atxn7	Usp22	10090.ENSMUSP00000022257	10090.ENSMUSP00000041263	0	0	0	0	0	0.539	0.800	0.769	0.976
Atxn7	Kat2a	10090.ENSMUSP00000022257	10090.ENSMUSP00000099407	0	0	0	0	0	0.738	0.800	0.722	0.984
Atxn7	Atxn7l3	10090.ENSMUSP00000022257	10090.ENSMUSP00000102750	0	0	0	0	0.053	0.659	0.540	0.987	0.997
Atxn7	Eny2	10090.ENSMUSP00000022257	10090.ENSMUSP00000052905	0	0	0	0	0	0.724	0.540	0.991	0.998
Atxn7l3	Ubb	10090.ENSMUSP00000102750	10090.ENSMUSP00000019649	0	0	0	0	0	0.511	0	0.047	0.514
Atxn7l3	Taf5	10090.ENSMUSP00000102750	10090.ENSMUSP00000026027	0	0	0	0	0.096	0.717	0.720	0.265	0.940
Atxn7l3	Tada1	10090.ENSMUSP00000102750	10090.ENSMUSP00000027846	0	0	0	0	0	0	0.720	0	0.720
Atxn7l3	Taf12	10090.ENSMUSP00000102750	10090.ENSMUSP00000030731	0	0	0	0	0	0.826	0.720	0.550	0.976
Atxn7l3	Tada2b	10090.ENSMUSP00000102750	10090.ENSMUSP00000031097	0	0	0	0	0.175	0.644	0.720	0.170	0.922
Atxn7l3	Tada3	10090.ENSMUSP00000102750	10090.ENSMUSP00000032410	0	0	0	0	0.066	0.825	0.720	0.776	0.988
Atxn7l3	Sgf29	10090.ENSMUSP00000102750	10090.ENSMUSP00000032956	0	0	0	0	0.043	0.570	0.720	0.642	0.953
Atxn7l3	Taf4	10090.ENSMUSP00000102750	10090.ENSMUSP00000038610	0	0	0	0	0.066	0	0.720	0	0.727
Atxn7l3	Usp22	10090.ENSMUSP00000102750	10090.ENSMUSP00000041263	0	0	0	0	0.047	0.664	0.720	0.917	0.991
Atxn7l3	Taf2	10090.ENSMUSP00000102750	10090.ENSMUSP00000043733	0	0	0	0	0.081	0	0.720	0.115	0.752
Atxn7l3	Sf3b3	10090.ENSMUSP00000102750	10090.ENSMUSP00000045073	0	0	0	0	0.046	0	0.540	0.278	0.655
Atxn7l3	Supt3	10090.ENSMUSP00000102750	10090.ENSMUSP00000050783	0	0	0	0	0.043	0.829	0.720	0.301	0.963
Atxn7l3	Eny2	10090.ENSMUSP00000102750	10090.ENSMUSP00000052905	0	0	0	0	0	0.861	0.720	0.994	0.999
Atxn7l3	Taf7	10090.ENSMUSP00000102750	10090.ENSMUSP00000065645	0	0	0	0	0	0	0.720	0.206	0.768
Atxn7l3	Supt7l	10090.ENSMUSP00000102750	10090.ENSMUSP00000067337	0	0	0	0	0.042	0.611	0.720	0.468	0.937
Atxn7l3	Usp51	10090.ENSMUSP00000102750	10090.ENSMUSP00000093427	0	0	0	0	0	0.664	0	0.851	0.948
Atxn7l3	Trrap	10090.ENSMUSP00000102750	10090.ENSMUSP00000098035	0	0	0	0	0.058	0.859	0.720	0.689	0.986
Atxn7l3	Kctd2	10090.ENSMUSP00000102750	10090.ENSMUSP00000099324	0	0	0	0	0.577	0.096	0	0.101	0.626
Atxn7l3	Kat2a	10090.ENSMUSP00000102750	10090.ENSMUSP00000099407	0	0	0	0	0.084	0.663	0.720	0.589	0.959
Atxn7l3	Rps27a	10090.ENSMUSP00000102750	10090.ENSMUSP00000099909	0	0	0	0	0.047	0.534	0	0.050	0.541
Atxn7l3	Sf3b5	10090.ENSMUSP00000102750	10090.ENSMUSP00000100771	0	0	0	0	0	0	0.540	0.284	0.656
Atxn7l3	Ubc	10090.ENSMUSP00000102750	10090.ENSMUSP00000114180	0	0	0	0	0	0.511	0	0.047	0.514
Atxn7l3	Usp44	10090.ENSMUSP00000102750	10090.ENSMUSP00000149020	0	0	0	0	0	0.236	0	0.401	0.522
Atxn7l3	Rnf20	10090.ENSMUSP00000102750	10090.ENSMUSP00000128546	0	0	0	0	0.088	0	0	0.576	0.597
Atxn7l3	Rnf40	10090.ENSMUSP00000102750	10090.ENSMUSP00000146310	0	0	0	0	0.161	0	0	0.541	0.598
Atxn7l3	Tmub2	10090.ENSMUSP00000102750	10090.ENSMUSP00000116327	0	0	0	0	0.064	0	0	0.631	0.640
Atxn7l3	Taf6	10090.ENSMUSP00000102750	10090.ENSMUSP00000106561	0	0	0	0	0	0.534	0.720	0.316	0.903
Atxn7l3	Taf9	10090.ENSMUSP00000102750	10090.ENSMUSP00000140244	0	0	0	0	0	0.634	0.720	0.467	0.940
Atxn7l3	Usp27x	10090.ENSMUSP00000102750	10090.ENSMUSP00000139402	0	0	0	0	0.050	0.664	0	0.842	0.945
Atxn7l3	Taf6l	10090.ENSMUSP00000102750	10090.ENSMUSP00000135220	0	0	0	0	0	0.477	0.720	0.744	0.959
Atxn7l3	Supt20	10090.ENSMUSP00000102750	10090.ENSMUSP00000131454	0	0	0	0	0.052	0.829	0.720	0.302	0.964
Atxn7l3	Taf10	10090.ENSMUSP00000102750	10090.ENSMUSP00000118105	0	0	0	0	0.046	0.823	0.720	0.377	0.966
Atxn7l3	Taf5l	10090.ENSMUSP00000102750	10090.ENSMUSP00000128710	0	0	0	0	0.138	0.717	0.720	0.595	0.968
Aup1	Derl3	10090.ENSMUSP00000090281	10090.ENSMUSP00000009236	0	0	0	0	0.050	0	0.540	0.553	0.787
Aup1	Rnf5	10090.ENSMUSP00000090281	10090.ENSMUSP00000015622	0	0	0	0	0.215	0	0	0.326	0.448
Aup1	Tmem129	10090.ENSMUSP00000090281	10090.ENSMUSP00000019439	0	0	0	0	0.100	0	0	0.399	0.437
Aup1	Hsp90b1	10090.ENSMUSP00000090281	10090.ENSMUSP00000020238	0.054	0	0	0	0.058	0	0	0.513	0.528
Aup1	Sel1l	10090.ENSMUSP00000090281	10090.ENSMUSP00000021347	0	0	0	0	0.074	0.549	0.540	0.748	0.945
Aup1	Derl1	10090.ENSMUSP00000090281	10090.ENSMUSP00000022993	0	0	0	0	0.210	0	0.540	0.260	0.707
Aup1	Rbx1	10090.ENSMUSP00000090281	10090.ENSMUSP00000023036	0	0	0	0	0.044	0	0.540	0.058	0.549
Aup1	Ube2j2	10090.ENSMUSP00000090281	10090.ENSMUSP00000024056	0	0	0	0	0.099	0	0	0.460	0.492
Aup1	Ubxn4	10090.ENSMUSP00000090281	10090.ENSMUSP00000027592	0	0	0	0	0.061	0	0	0.518	0.528
Aup1	Hspa5	10090.ENSMUSP00000090281	10090.ENSMUSP00000028222	0.041	0	0	0	0.061	0.044	0	0.399	0.413
Aup1	Vcp	10090.ENSMUSP00000090281	10090.ENSMUSP00000030164	0	0	0	0	0.126	0.250	0	0.622	0.730
Aup1	Erlin2	10090.ENSMUSP00000090281	10090.ENSMUSP00000033873	0	0	0	0	0.052	0	0	0.563	0.568
Aup1	Nploc4	10090.ENSMUSP00000090281	10090.ENSMUSP00000035851	0	0	0	0	0.087	0	0	0.412	0.440
Aup1	Vhl	10090.ENSMUSP00000090281	10090.ENSMUSP00000039418	0	0	0	0	0.058	0	0.540	0	0.548
Aup1	Rnf139	10090.ENSMUSP00000090281	10090.ENSMUSP00000046467	0	0	0	0	0.057	0.119	0	0.534	0.579
Aup1	H13	10090.ENSMUSP00000090281	10090.ENSMUSP00000086460	0	0	0	0	0.220	0	0	0.296	0.427
Aup1	Htra2	10090.ENSMUSP00000090281	10090.ENSMUSP00000087073	0.055	0	0	0	0.098	0.042	0	0.398	0.443
Aup1	Pawr	10090.ENSMUSP00000090281	10090.ENSMUSP00000092951	0	0	0	0	0	0	0	0.408	0.408
Aup1	Sel1l2	10090.ENSMUSP00000090281	10090.ENSMUSP00000113800	0	0	0	0	0.049	0.366	0	0.209	0.481
Aup1	Ufd1	10090.ENSMUSP00000090281	10090.ENSMUSP00000111241	0	0	0	0	0.103	0	0	0.492	0.524
Aup1	Canx	10090.ENSMUSP00000090281	10090.ENSMUSP00000137440	0	0	0	0	0.067	0.071	0	0.502	0.531
Aup1	Eloc	10090.ENSMUSP00000090281	10090.ENSMUSP00000139480	0	0	0	0	0.051	0	0.540	0.047	0.547
Aup1	Cul2	10090.ENSMUSP00000090281	10090.ENSMUSP00000125403	0	0	0	0	0.053	0	0.540	0.069	0.559
Aup1	Ubxn8	10090.ENSMUSP00000090281	10090.ENSMUSP00000092992	0	0	0	0	0.093	0.072	0	0.540	0.579
Aup1	Ube2j1	10090.ENSMUSP00000090281	10090.ENSMUSP00000118333	0	0	0	0	0.057	0.168	0	0.595	0.655
Aup1	Os9	10090.ENSMUSP00000090281	10090.ENSMUSP00000128914	0	0	0	0	0.146	0.093	0	0.686	0.736
Aup1	Syvn1	10090.ENSMUSP00000090281	10090.ENSMUSP00000114843	0	0	0	0	0.079	0.492	0.540	0.587	0.899
Aup1	Derl2	10090.ENSMUSP00000090281	10090.ENSMUSP00000117052	0	0	0	0	0.089	0	0.540	0.923	0.965
Aup1	Faf2	10090.ENSMUSP00000090281	10090.ENSMUSP00000121182	0	0	0	0	0.067	0.104	0	0.963	0.966
Aup1	Ube2g2	10090.ENSMUSP00000090281	10090.ENSMUSP00000133515	0	0	0	0	0.061	0.833	0	0.994	0.998
Aurka	Uhrf1	10090.ENSMUSP00000028997	10090.ENSMUSP00000001258	0	0	0	0	0.415	0.093	0	0.291	0.591
Aurka	Psmb4	10090.ENSMUSP00000028997	10090.ENSMUSP00000005923	0	0	0	0	0.052	0	0.400	0.069	0.424
Aurka	Cdc20	10090.ENSMUSP00000028997	10090.ENSMUSP00000006565	0	0	0	0	0.871	0.168	0.500	0.734	0.983
