#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
1700016K19Rik	Ate1	10090.ENSMUSP00000063358	10090.ENSMUSP00000033139	0	0	0	0	0	0.051	0	0.487	0.492
Derl1	Erlec1	10090.ENSMUSP00000022993	10090.ENSMUSP00000072929	0	0	0	0	0.068	0.776	0.500	0.712	0.965
Derl1	Derl2	10090.ENSMUSP00000022993	10090.ENSMUSP00000117052	0	0	0	0.814	0.137	0.554	0.900	0.455	0.976
Derl1	Hspa5	10090.ENSMUSP00000022993	10090.ENSMUSP00000028222	0	0	0	0	0.165	0.942	0	0.548	0.976
Derl1	Os9	10090.ENSMUSP00000022993	10090.ENSMUSP00000128914	0	0	0	0	0.138	0.776	0.500	0.847	0.983
Derl1	Ufd1	10090.ENSMUSP00000022993	10090.ENSMUSP00000111241	0	0	0	0	0.137	0.942	0	0.870	0.992
Derl1	Vcp	10090.ENSMUSP00000022993	10090.ENSMUSP00000030164	0	0	0	0	0.100	0.914	0.720	0.770	0.994
Derl1	Syvn1	10090.ENSMUSP00000022993	10090.ENSMUSP00000114843	0	0	0	0	0.081	0.803	0.720	0.933	0.996
Derl2	Derl3	10090.ENSMUSP00000117052	10090.ENSMUSP00000009236	0	0	0.052	0.976	0.051	0	0.900	0.638	0.963
Derl2	Dnajb9	10090.ENSMUSP00000117052	10090.ENSMUSP00000015049	0	0	0	0	0.126	0	0	0.423	0.475
Derl2	Rnf5	10090.ENSMUSP00000117052	10090.ENSMUSP00000015622	0	0	0	0	0.093	0.128	0.500	0.609	0.824
Derl2	Tmem129	10090.ENSMUSP00000117052	10090.ENSMUSP00000019439	0	0	0	0	0.064	0.161	0	0.617	0.673
Derl2	Ubb	10090.ENSMUSP00000117052	10090.ENSMUSP00000019649	0	0	0	0	0	0	0.500	0.076	0.518
Derl2	Hsp90b1	10090.ENSMUSP00000117052	10090.ENSMUSP00000020238	0	0.051	0	0	0.188	0.095	0	0.441	0.558
Derl2	Ubxn2a	10090.ENSMUSP00000117052	10090.ENSMUSP00000020962	0	0	0	0	0.042	0.386	0	0.153	0.458
Derl2	Sel1l	10090.ENSMUSP00000117052	10090.ENSMUSP00000021347	0	0	0	0	0.193	0.561	0.800	0.935	0.994
Derl2	Dnajc3	10090.ENSMUSP00000117052	10090.ENSMUSP00000022734	0	0	0	0	0.236	0	0	0.404	0.525
Derl2	Rbx1	10090.ENSMUSP00000117052	10090.ENSMUSP00000023036	0	0	0	0	0.084	0	0.540	0.057	0.568
Derl2	Sdf2l1	10090.ENSMUSP00000117052	10090.ENSMUSP00000023453	0	0	0	0	0.218	0.051	0	0.378	0.498
Derl2	Ube2j2	10090.ENSMUSP00000117052	10090.ENSMUSP00000024056	0	0	0	0	0.080	0	0	0.594	0.610
Derl2	Ubxn4	10090.ENSMUSP00000117052	10090.ENSMUSP00000027592	0	0	0	0	0.162	0.085	0	0.450	0.541
Derl2	Hspa5	10090.ENSMUSP00000117052	10090.ENSMUSP00000028222	0	0	0	0	0.195	0.470	0	0.593	0.811
Derl2	Dnajc10	10090.ENSMUSP00000117052	10090.ENSMUSP00000028392	0	0	0	0	0.078	0	0	0.553	0.570
Derl2	Ubxn2b	10090.ENSMUSP00000117052	10090.ENSMUSP00000029907	0	0	0	0	0.051	0.386	0	0.181	0.481
Derl2	Vcp	10090.ENSMUSP00000117052	10090.ENSMUSP00000030164	0	0	0	0	0.078	0.703	0.500	0.765	0.963
Derl2	Erlin2	10090.ENSMUSP00000117052	10090.ENSMUSP00000033873	0	0	0	0	0.087	0.067	0.500	0.137	0.583
Derl2	Nploc4	10090.ENSMUSP00000117052	10090.ENSMUSP00000035851	0	0	0	0	0.051	0.649	0	0.603	0.856
Derl2	Uggt1	10090.ENSMUSP00000117052	10090.ENSMUSP00000037930	0	0	0	0	0.094	0	0	0.529	0.555
Derl2	Vhl	10090.ENSMUSP00000117052	10090.ENSMUSP00000039418	0	0	0	0	0.060	0	0.540	0	0.549
Derl2	Edem2	10090.ENSMUSP00000117052	10090.ENSMUSP00000041202	0	0	0	0	0.137	0.097	0	0.630	0.686
Derl2	Rnf139	10090.ENSMUSP00000117052	10090.ENSMUSP00000046467	0	0	0	0	0.086	0.371	0	0.534	0.708
Derl2	Xbp1	10090.ENSMUSP00000117052	10090.ENSMUSP00000054852	0	0	0	0	0.115	0.076	0	0.520	0.573
Derl2	Yod1	10090.ENSMUSP00000117052	10090.ENSMUSP00000055318	0	0	0	0	0.053	0.076	0	0.382	0.412
Derl2	Edem3	10090.ENSMUSP00000117052	10090.ENSMUSP00000058941	0	0	0	0	0.071	0	0	0.533	0.548
Derl2	Rnf185	10090.ENSMUSP00000117052	10090.ENSMUSP00000067053	0	0	0	0	0.051	0.128	0.500	0.212	0.630
Derl2	Sec61b	10090.ENSMUSP00000117052	10090.ENSMUSP00000067681	0	0	0	0	0.188	0.044	0	0.317	0.424
Derl2	Erlin1	10090.ENSMUSP00000117052	10090.ENSMUSP00000071618	0	0	0	0	0.104	0.067	0.500	0.206	0.624
Derl2	Erlec1	10090.ENSMUSP00000117052	10090.ENSMUSP00000072929	0	0	0	0	0.077	0.654	0.500	0.460	0.902
Derl2	Ubxn11	10090.ENSMUSP00000117052	10090.ENSMUSP00000074255	0	0	0	0	0	0.386	0	0.152	0.457
Derl2	Nsfl1c	10090.ENSMUSP00000117052	10090.ENSMUSP00000086542	0	0	0	0	0.065	0.386	0	0.414	0.634
Derl2	Edem1	10090.ENSMUSP00000117052	10090.ENSMUSP00000086565	0	0	0	0	0.151	0.121	0	0.830	0.862
Derl2	Gm11808	10090.ENSMUSP00000117052	10090.ENSMUSP00000086852	0	0	0	0	0.042	0	0.500	0	0.500
Derl2	March6	10090.ENSMUSP00000117052	10090.ENSMUSP00000087694	0	0	0	0	0	0.066	0	0.439	0.454
Derl2	Ubxn8	10090.ENSMUSP00000117052	10090.ENSMUSP00000092992	0	0	0	0	0.108	0.440	0	0.458	0.705
Derl2	Selenos	10090.ENSMUSP00000117052	10090.ENSMUSP00000099301	0	0	0	0	0.164	0.495	0	0.702	0.863
Derl2	Faf1	10090.ENSMUSP00000117052	10090.ENSMUSP00000099785	0	0	0	0	0.051	0.440	0	0.170	0.520
Derl2	Rps27a	10090.ENSMUSP00000117052	10090.ENSMUSP00000099909	0	0	0	0	0.046	0	0.500	0.076	0.520
Derl2	Ufd1	10090.ENSMUSP00000117052	10090.ENSMUSP00000111241	0	0	0	0	0.063	0.776	0	0.686	0.928
Derl2	Sel1l2	10090.ENSMUSP00000117052	10090.ENSMUSP00000113800	0	0	0	0	0.069	0.561	0	0.280	0.680
Derl2	Ubc	10090.ENSMUSP00000117052	10090.ENSMUSP00000114180	0	0	0	0	0.044	0	0.500	0.076	0.519
Derl2	Syvn1	10090.ENSMUSP00000117052	10090.ENSMUSP00000114843	0	0	0	0	0.071	0.656	0.540	0.856	0.976
Derl2	Herpud1	10090.ENSMUSP00000117052	10090.ENSMUSP00000124201	0	0	0	0	0.053	0.103	0	0.493	0.532
Derl2	Eloc	10090.ENSMUSP00000117052	10090.ENSMUSP00000139480	0	0	0	0	0	0	0.540	0	0.540
Derl2	Ube2g2	10090.ENSMUSP00000117052	10090.ENSMUSP00000133515	0	0	0	0	0.050	0	0	0.793	0.794
Derl2	Ube2j1	10090.ENSMUSP00000117052	10090.ENSMUSP00000118333	0	0	0	0	0.095	0.096	0	0.852	0.868
Derl2	Faf2	10090.ENSMUSP00000117052	10090.ENSMUSP00000121182	0	0	0	0	0.138	0.513	0	0.903	0.956
Derl2	Os9	10090.ENSMUSP00000117052	10090.ENSMUSP00000128914	0	0	0	0	0.084	0.654	0.500	0.864	0.975
Derl3	March6	10090.ENSMUSP00000009236	10090.ENSMUSP00000087694	0	0	0	0	0	0.066	0	0.404	0.420
Derl3	Ubxn2a	10090.ENSMUSP00000009236	10090.ENSMUSP00000020962	0	0	0	0	0	0.386	0	0.120	0.436
Derl3	Ubxn11	10090.ENSMUSP00000009236	10090.ENSMUSP00000074255	0	0	0	0	0.053	0.386	0	0.120	0.443
Derl3	Dnajb9	10090.ENSMUSP00000009236	10090.ENSMUSP00000015049	0	0	0	0	0.105	0	0	0.406	0.446
Derl3	Ube2j1	10090.ENSMUSP00000009236	10090.ENSMUSP00000118333	0	0	0	0	0.066	0.096	0	0.410	0.458
Derl3	Ubxn2b	10090.ENSMUSP00000009236	10090.ENSMUSP00000029907	0	0	0	0	0	0.386	0	0.161	0.462
Derl3	Dnajc10	10090.ENSMUSP00000009236	10090.ENSMUSP00000028392	0	0	0	0	0.062	0	0	0.452	0.465
Derl3	Edem3	10090.ENSMUSP00000009236	10090.ENSMUSP00000058941	0	0	0	0	0.051	0	0	0.475	0.480
Derl3	Gm11808	10090.ENSMUSP00000009236	10090.ENSMUSP00000086852	0	0	0	0	0	0	0.500	0	0.499
Derl3	Selenos	10090.ENSMUSP00000009236	10090.ENSMUSP00000099301	0	0	0	0	0.127	0.302	0	0.264	0.512
Derl3	Ubxn8	10090.ENSMUSP00000009236	10090.ENSMUSP00000092992	0	0	0	0	0.046	0.440	0	0.170	0.517
Derl3	Faf1	10090.ENSMUSP00000009236	10090.ENSMUSP00000099785	0	0	0	0	0.046	0.440	0	0.170	0.517
Derl3	Ubb	10090.ENSMUSP00000009236	10090.ENSMUSP00000019649	0	0	0	0	0	0	0.500	0.076	0.518
Derl3	Rps27a	10090.ENSMUSP00000009236	10090.ENSMUSP00000099909	0	0	0	0	0	0	0.500	0.076	0.518
Derl3	Ubc	10090.ENSMUSP00000009236	10090.ENSMUSP00000114180	0	0	0	0	0	0	0.500	0.076	0.518
Derl3	Nsfl1c	10090.ENSMUSP00000009236	10090.ENSMUSP00000086542	0	0	0	0	0	0.386	0	0.274	0.535
Derl3	Eloc	10090.ENSMUSP00000009236	10090.ENSMUSP00000139480	0	0	0	0	0	0	0.540	0	0.540
Derl3	Vhl	10090.ENSMUSP00000009236	10090.ENSMUSP00000039418	0	0	0	0	0	0	0.540	0	0.540
Derl3	Rbx1	10090.ENSMUSP00000009236	10090.ENSMUSP00000023036	0	0	0	0	0.055	0	0.540	0.057	0.554
Derl3	Edem2	10090.ENSMUSP00000009236	10090.ENSMUSP00000041202	0	0	0	0	0.071	0.097	0	0.517	0.560
Derl3	Dnajc3	10090.ENSMUSP00000009236	10090.ENSMUSP00000022734	0	0	0	0	0.103	0	0	0.532	0.562
Derl3	Xbp1	10090.ENSMUSP00000009236	10090.ENSMUSP00000054852	0	0	0	0	0.066	0.076	0	0.561	0.588
Derl3	Sdf2l1	10090.ENSMUSP00000009236	10090.ENSMUSP00000023453	0	0	0	0	0.336	0.051	0	0.413	0.598
Derl3	Erlin1	10090.ENSMUSP00000009236	10090.ENSMUSP00000071618	0	0	0	0	0	0.067	0.500	0.216	0.602
Derl3	Hsp90b1	10090.ENSMUSP00000009236	10090.ENSMUSP00000020238	0	0.044	0	0	0.192	0.095	0	0.500	0.604
Derl3	Faf2	10090.ENSMUSP00000009236	10090.ENSMUSP00000121182	0	0	0	0	0.046	0.440	0	0.330	0.611
Derl3	Erlin2	10090.ENSMUSP00000009236	10090.ENSMUSP00000033873	0	0	0	0	0	0.067	0.500	0.247	0.618
Derl3	Rnf185	10090.ENSMUSP00000009236	10090.ENSMUSP00000067053	0	0	0	0	0.044	0.128	0.500	0.218	0.630
Derl3	Herpud1	10090.ENSMUSP00000009236	10090.ENSMUSP00000124201	0	0	0	0	0.057	0.100	0	0.628	0.656
Derl3	Rnf139	10090.ENSMUSP00000009236	10090.ENSMUSP00000046467	0	0	0	0	0	0.371	0	0.486	0.662
Derl3	Sel1l2	10090.ENSMUSP00000009236	10090.ENSMUSP00000113800	0	0	0	0	0.069	0.561	0	0.280	0.680
Derl3	Rnf5	10090.ENSMUSP00000009236	10090.ENSMUSP00000015622	0	0	0	0	0	0.128	0.500	0.431	0.730
Derl3	Ube2g2	10090.ENSMUSP00000009236	10090.ENSMUSP00000133515	0	0	0	0	0	0	0	0.790	0.790
Derl3	Nploc4	10090.ENSMUSP00000009236	10090.ENSMUSP00000035851	0	0	0	0	0	0.649	0	0.503	0.818
Derl3	Edem1	10090.ENSMUSP00000009236	10090.ENSMUSP00000086565	0	0	0	0	0.104	0.104	0	0.799	0.825
Derl3	Hspa5	10090.ENSMUSP00000009236	10090.ENSMUSP00000028222	0	0	0	0	0.121	0.470	0	0.660	0.828
Derl3	Ufd1	10090.ENSMUSP00000009236	10090.ENSMUSP00000111241	0	0	0	0	0.063	0.776	0	0.616	0.912
Derl3	Vcp	10090.ENSMUSP00000009236	10090.ENSMUSP00000030164	0	0	0	0	0.069	0.599	0.500	0.600	0.915
Derl3	Erlec1	10090.ENSMUSP00000009236	10090.ENSMUSP00000072929	0	0	0	0	0	0.654	0.500	0.594	0.923
Derl3	Os9	10090.ENSMUSP00000009236	10090.ENSMUSP00000128914	0	0	0	0	0.047	0.654	0.500	0.711	0.946
Derl3	Syvn1	10090.ENSMUSP00000009236	10090.ENSMUSP00000114843	0	0	0	0	0.210	0.656	0.540	0.683	0.955
Derl3	Sel1l	10090.ENSMUSP00000009236	10090.ENSMUSP00000021347	0	0	0	0	0.111	0.561	0.540	0.796	0.958
Disc1	Fbxo22	10090.ENSMUSP00000112410	10090.ENSMUSP00000034859	0	0	0	0	0	0	0	0.442	0.442
Disc1	Gsk3a	10090.ENSMUSP00000112410	10090.ENSMUSP00000071654	0	0	0	0	0	0	0	0.622	0.622
Disc1	Gsk3b	10090.ENSMUSP00000112410	10090.ENSMUSP00000110398	0	0	0	0	0	0.292	0	0.977	0.983
Disc1	Kif14	10090.ENSMUSP00000112410	10090.ENSMUSP00000139698	0	0	0	0	0	0	0.540	0.055	0.546
Dnajb12	Sgta	10090.ENSMUSP00000122056	10090.ENSMUSP00000005067	0	0	0	0	0.097	0.106	0	0.755	0.785
Dnajb12	Hsp90b1	10090.ENSMUSP00000122056	10090.ENSMUSP00000020238	0.041	0	0	0	0.275	0.156	0	0.274	0.517
Dnajb12	Sel1l	10090.ENSMUSP00000122056	10090.ENSMUSP00000021347	0	0	0	0	0.054	0.079	0	0.472	0.499
Dnajb12	Dnajc18	10090.ENSMUSP00000122056	10090.ENSMUSP00000025208	0	0	0.090	0.899	0.061	0	0	0.409	0.451
Dnajb12	Hspa5	10090.ENSMUSP00000122056	10090.ENSMUSP00000028222	0	0	0.319	0	0.253	0.150	0	0.271	0.642
Dnajb12	Man1b1	10090.ENSMUSP00000122056	10090.ENSMUSP00000036996	0	0	0	0	0.100	0	0	0.361	0.400
Dnajb12	Edem3	10090.ENSMUSP00000122056	10090.ENSMUSP00000058941	0	0	0	0	0.108	0.073	0	0.357	0.422
Dnajb12	Rffl	10090.ENSMUSP00000122056	10090.ENSMUSP00000071150	0	0	0	0	0.060	0	0	0.610	0.618
Dnajb12	Dnajb14	10090.ENSMUSP00000122056	10090.ENSMUSP00000087641	0	0	0.068	0.943	0.046	0.079	0	0.412	0.454
Dnajb12	Usp37	10090.ENSMUSP00000122056	10090.ENSMUSP00000140670	0	0	0	0	0.046	0.041	0	0.486	0.488
Dnajb14	Sgta	10090.ENSMUSP00000087641	10090.ENSMUSP00000005067	0	0	0	0	0.060	0.106	0	0.756	0.777
Dnajb14	Hsp90b1	10090.ENSMUSP00000087641	10090.ENSMUSP00000020238	0.041	0	0	0	0.278	0.156	0	0.139	0.430
Dnajb14	Dnajc18	10090.ENSMUSP00000087641	10090.ENSMUSP00000025208	0	0	0.076	0.924	0.052	0	0	0.390	0.419
Dnajb14	Hspa5	10090.ENSMUSP00000087641	10090.ENSMUSP00000028222	0	0	0.283	0	0.255	0.150	0	0.208	0.592
Dnajb14	Rffl	10090.ENSMUSP00000087641	10090.ENSMUSP00000071150	0	0	0	0	0.044	0	0	0.485	0.487
Dnajb2	Ubqln4	10090.ENSMUSP00000140566	10090.ENSMUSP00000008748	0	0	0	0	0.048	0.110	0	0.568	0.602
Dnajb2	Hsp90b1	10090.ENSMUSP00000140566	10090.ENSMUSP00000020238	0.041	0	0	0	0.272	0.156	0	0.241	0.493
Dnajb2	Hspa5	10090.ENSMUSP00000140566	10090.ENSMUSP00000028222	0	0	0.438	0	0.253	0.150	0	0.298	0.716
Dnajb2	Stub1	10090.ENSMUSP00000140566	10090.ENSMUSP00000040431	0	0	0	0	0.106	0.197	0	0.366	0.505
Dnajb2	Ubqln1	10090.ENSMUSP00000140566	10090.ENSMUSP00000050191	0	0	0	0	0.049	0.110	0	0.657	0.685
Dnajb2	Syvn1	10090.ENSMUSP00000140566	10090.ENSMUSP00000114843	0	0	0	0	0.093	0.043	0	0.396	0.429
Dnajb2	Herpud1	10090.ENSMUSP00000140566	10090.ENSMUSP00000124201	0	0	0	0	0.091	0	0	0.394	0.426
Dnajb9	Uggt1	10090.ENSMUSP00000015049	10090.ENSMUSP00000037930	0	0	0	0	0	0.101	0	0.369	0.408
Dnajb9	Sdf2l1	10090.ENSMUSP00000015049	10090.ENSMUSP00000023453	0	0	0	0	0.065	0.096	0	0.403	0.451
Dnajb9	Selenos	10090.ENSMUSP00000015049	10090.ENSMUSP00000099301	0	0	0	0	0.363	0.043	0	0.220	0.483
Dnajb9	Os9	10090.ENSMUSP00000015049	10090.ENSMUSP00000128914	0	0	0	0	0.101	0.046	0	0.471	0.507
Dnajb9	Dnajc3	10090.ENSMUSP00000015049	10090.ENSMUSP00000022734	0	0	0	0.673	0.339	0.051	0	0.284	0.511
Dnajb9	Syvn1	10090.ENSMUSP00000015049	10090.ENSMUSP00000114843	0	0	0	0	0.169	0.043	0	0.472	0.543
Dnajb9	Eif2ak3	10090.ENSMUSP00000015049	10090.ENSMUSP00000034093	0	0	0	0	0.161	0.070	0	0.466	0.547
Dnajb9	Sel1l	10090.ENSMUSP00000015049	10090.ENSMUSP00000021347	0	0	0	0	0.132	0.079	0	0.495	0.561
Dnajb9	Edem3	10090.ENSMUSP00000015049	10090.ENSMUSP00000058941	0	0	0	0	0.097	0.073	0	0.638	0.670
Dnajb9	Herpud1	10090.ENSMUSP00000015049	10090.ENSMUSP00000124201	0	0	0	0	0.262	0	0	0.730	0.792
Dnajb9	Hsp90b1	10090.ENSMUSP00000015049	10090.ENSMUSP00000020238	0.041	0	0	0	0.357	0.156	0	0.659	0.799
Dnajb9	Xbp1	10090.ENSMUSP00000015049	10090.ENSMUSP00000054852	0	0	0	0	0.194	0	0	0.793	0.826
Dnajb9	Edem1	10090.ENSMUSP00000015049	10090.ENSMUSP00000086565	0	0	0	0	0.083	0.066	0	0.829	0.841
Dnajb9	Hspa5	10090.ENSMUSP00000015049	10090.ENSMUSP00000028222	0	0	0.500	0	0.452	0.150	0	0.806	0.948
Dnajc10	Sgta	10090.ENSMUSP00000028392	10090.ENSMUSP00000005067	0	0	0	0	0.051	0.171	0	0.440	0.521
Dnajc10	Foxred2	10090.ENSMUSP00000028392	10090.ENSMUSP00000016696	0	0	0	0	0	0.348	0	0.286	0.514
Dnajc10	Hsp90b1	10090.ENSMUSP00000028392	10090.ENSMUSP00000020238	0.061	0	0	0	0.339	0.303	0.720	0.644	0.949
Dnajc10	Sel1l	10090.ENSMUSP00000028392	10090.ENSMUSP00000021347	0.061	0	0	0	0.155	0.096	0	0.827	0.859
Dnajc10	Psmc6	10090.ENSMUSP00000028392	10090.ENSMUSP00000022380	0	0	0	0	0.083	0.110	0	0.327	0.403
Dnajc10	Dnajc3	10090.ENSMUSP00000028392	10090.ENSMUSP00000022734	0	0	0	0.562	0.285	0.252	0	0.264	0.572
Dnajc10	Sdf2l1	10090.ENSMUSP00000028392	10090.ENSMUSP00000023453	0	0	0	0	0.047	0.237	0.720	0.214	0.818
Dnajc10	Hspa5	10090.ENSMUSP00000028392	10090.ENSMUSP00000028222	0.065	0	0	0	0.291	0.545	0.720	0.640	0.964
Dnajc10	Lonp2	10090.ENSMUSP00000028392	10090.ENSMUSP00000034141	0.110	0	0	0	0.276	0	0	0.181	0.426
Dnajc10	Xbp1	10090.ENSMUSP00000028392	10090.ENSMUSP00000054852	0	0	0	0	0.079	0	0	0.416	0.439
Dnajc10	Lonp1	10090.ENSMUSP00000028392	10090.ENSMUSP00000041814	0.110	0	0	0	0.276	0	0	0.204	0.443
Dnajc10	Nploc4	10090.ENSMUSP00000028392	10090.ENSMUSP00000035851	0	0	0	0	0.061	0	0	0.443	0.454
Dnajc10	March6	10090.ENSMUSP00000028392	10090.ENSMUSP00000087694	0	0	0	0	0.046	0	0	0.460	0.463
Dnajc10	Ube2j1	10090.ENSMUSP00000028392	10090.ENSMUSP00000118333	0	0	0	0	0.115	0.122	0	0.369	0.467
Dnajc10	Erlin1	10090.ENSMUSP00000028392	10090.ENSMUSP00000071618	0	0	0	0	0.073	0	0	0.470	0.488
Dnajc10	Stt3b	10090.ENSMUSP00000028392	10090.ENSMUSP00000035010	0	0	0	0	0.284	0.090	0	0.276	0.488
Dnajc10	Erlec1	10090.ENSMUSP00000028392	10090.ENSMUSP00000072929	0	0	0	0	0.125	0.082	0	0.418	0.492
Dnajc10	Faf2	10090.ENSMUSP00000028392	10090.ENSMUSP00000121182	0	0	0	0	0.196	0	0	0.410	0.506
Dnajc10	Man1b1	10090.ENSMUSP00000028392	10090.ENSMUSP00000036996	0	0	0	0	0.074	0	0	0.497	0.514
Dnajc10	Ufd1	10090.ENSMUSP00000028392	10090.ENSMUSP00000111241	0	0	0	0	0.074	0	0	0.503	0.520
Dnajc10	Vcp	10090.ENSMUSP00000028392	10090.ENSMUSP00000030164	0.062	0	0	0	0.088	0.105	0	0.509	0.574
Dnajc10	Uggt2	10090.ENSMUSP00000028392	10090.ENSMUSP00000121249	0	0	0	0	0.109	0.143	0	0.498	0.583
Dnajc10	Syvn1	10090.ENSMUSP00000028392	10090.ENSMUSP00000114843	0	0	0	0	0.052	0.078	0	0.571	0.592
Dnajc10	Ube2g2	10090.ENSMUSP00000028392	10090.ENSMUSP00000133515	0	0	0	0	0.071	0.065	0	0.577	0.600
Dnajc10	Edem3	10090.ENSMUSP00000028392	10090.ENSMUSP00000058941	0	0	0	0	0.104	0.236	0	0.523	0.644
Dnajc10	Edem2	10090.ENSMUSP00000028392	10090.ENSMUSP00000041202	0	0	0	0	0.050	0.241	0	0.565	0.659
Dnajc10	Uggt1	10090.ENSMUSP00000028392	10090.ENSMUSP00000037930	0	0	0	0	0.161	0.143	0	0.590	0.679
Dnajc10	Os9	10090.ENSMUSP00000028392	10090.ENSMUSP00000128914	0	0	0	0	0.099	0.082	0	0.721	0.750
Dnajc10	Edem1	10090.ENSMUSP00000028392	10090.ENSMUSP00000086565	0	0	0	0	0.060	0.384	0	0.964	0.977
Dnajc18	Sgta	10090.ENSMUSP00000025208	10090.ENSMUSP00000005067	0	0	0	0	0.066	0.106	0	0.639	0.673
Dnajc18	Hspa5	10090.ENSMUSP00000025208	10090.ENSMUSP00000028222	0	0	0.376	0	0.253	0.150	0	0.177	0.630
Dnajc3	Hsp90b1	10090.ENSMUSP00000022734	10090.ENSMUSP00000020238	0.041	0	0	0	0.748	0.315	0	0.686	0.941
Dnajc3	Sel1l	10090.ENSMUSP00000022734	10090.ENSMUSP00000021347	0	0	0	0	0.247	0.079	0	0.411	0.556
Dnajc3	Selenos	10090.ENSMUSP00000022734	10090.ENSMUSP00000099301	0	0	0	0	0.309	0.043	0	0.171	0.404
Dnajc3	Erlec1	10090.ENSMUSP00000022734	10090.ENSMUSP00000072929	0	0	0	0	0.077	0.046	0	0.379	0.405
Dnajc3	Edem2	10090.ENSMUSP00000022734	10090.ENSMUSP00000041202	0	0	0	0	0.066	0.059	0	0.425	0.451
Dnajc3	Wfs1	10090.ENSMUSP00000022734	10090.ENSMUSP00000048053	0	0	0	0	0.042	0	0	0.484	0.484
Dnajc3	Syvn1	10090.ENSMUSP00000022734	10090.ENSMUSP00000114843	0	0	0	0	0.170	0.043	0	0.412	0.492
Dnajc3	Uggt2	10090.ENSMUSP00000022734	10090.ENSMUSP00000121249	0	0	0	0	0.059	0.101	0	0.450	0.494
Dnajc3	Uggt1	10090.ENSMUSP00000022734	10090.ENSMUSP00000037930	0	0	0	0	0.184	0.101	0	0.377	0.503
Dnajc3	Sdf2l1	10090.ENSMUSP00000022734	10090.ENSMUSP00000023453	0	0	0	0	0.250	0.096	0	0.419	0.571
Dnajc3	Os9	10090.ENSMUSP00000022734	10090.ENSMUSP00000128914	0	0	0	0	0.149	0.046	0	0.541	0.595
Dnajc3	Eif2ak3	10090.ENSMUSP00000022734	10090.ENSMUSP00000034093	0	0	0	0	0.066	0.132	0	0.577	0.627
Dnajc3	Edem3	10090.ENSMUSP00000022734	10090.ENSMUSP00000058941	0	0	0	0	0.104	0.073	0	0.588	0.628
Dnajc3	Herpud1	10090.ENSMUSP00000022734	10090.ENSMUSP00000124201	0	0	0	0	0.114	0	0	0.671	0.696
Dnajc3	Edem1	10090.ENSMUSP00000022734	10090.ENSMUSP00000086565	0	0	0	0	0.246	0.065	0	0.777	0.829
Dnajc3	Xbp1	10090.ENSMUSP00000022734	10090.ENSMUSP00000054852	0	0	0	0	0.195	0	0	0.814	0.844
Dnajc3	Hspa5	10090.ENSMUSP00000022734	10090.ENSMUSP00000028222	0	0	0	0	0.457	0.266	0	0.875	0.946
Dtl	Uhrf1	10090.ENSMUSP00000027933	10090.ENSMUSP00000001258	0	0	0	0	0.516	0	0	0.533	0.764
Dtl	Fbxo11	10090.ENSMUSP00000027933	10090.ENSMUSP00000005504	0	0	0	0	0	0.168	0	0.735	0.770
Dtl	Nedd8	10090.ENSMUSP00000027933	10090.ENSMUSP00000010520	0	0	0	0	0	0.093	0.500	0.487	0.747
Dtl	Fbxw5	10090.ENSMUSP00000027933	10090.ENSMUSP00000015239	0	0	0	0	0	0	0.720	0.272	0.787
Dtl	Ubb	10090.ENSMUSP00000027933	10090.ENSMUSP00000019649	0	0	0	0	0	0.061	0.500	0	0.510
Dtl	Ube2d1	10090.ENSMUSP00000027933	10090.ENSMUSP00000020085	0	0	0	0	0.109	0.093	0	0.345	0.424
Dtl	Mdm2	10090.ENSMUSP00000027933	10090.ENSMUSP00000020408	0	0	0	0	0	0.093	0	0.563	0.586
Dtl	Ube2b	10090.ENSMUSP00000027933	10090.ENSMUSP00000020657	0	0	0	0	0.065	0.052	0.500	0	0.518
Dtl	Pbk	10090.ENSMUSP00000027933	10090.ENSMUSP00000022612	0	0	0	0	0.615	0	0	0.243	0.696
Dtl	Rbx1	10090.ENSMUSP00000027933	10090.ENSMUSP00000023036	0	0	0	0	0	0.168	0.800	0.834	0.970
Dtl	Ube2c	10090.ENSMUSP00000027933	10090.ENSMUSP00000085581	0	0	0	0	0.292	0.052	0	0.233	0.441
Dtl	Prpf19	10090.ENSMUSP00000027933	10090.ENSMUSP00000136858	0	0	0	0.559	0.042	0	0	0.446	0.446
Dtl	Skp1a	10090.ENSMUSP00000027933	10090.ENSMUSP00000104700	0	0	0	0	0	0	0	0.466	0.466
Dtl	Gm11808	10090.ENSMUSP00000027933	10090.ENSMUSP00000086852	0	0	0	0	0	0	0.500	0	0.499
Dtl	Ubc	10090.ENSMUSP00000027933	10090.ENSMUSP00000114180	0	0	0	0	0	0.061	0.500	0	0.510
Dtl	Rps27a	10090.ENSMUSP00000027933	10090.ENSMUSP00000099909	0	0	0	0	0	0.061	0.500	0	0.510
Dtl	Rnf7	10090.ENSMUSP00000027933	10090.ENSMUSP00000052856	0	0	0	0	0	0.118	0	0.476	0.518
Dtl	Kif14	10090.ENSMUSP00000027933	10090.ENSMUSP00000139698	0	0	0	0	0.443	0	0	0.171	0.519
