#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
0610010F05Rik	Ttll1	10090.ENSMUSP00000044265	10090.ENSMUSP00000016897	0	0	0	0	0.054	0.495	0	0	0.501
Ccr7	Csf1r	10090.ENSMUSP00000099423	10090.ENSMUSP00000110923	0	0	0	0	0.048	0	0	0.490	0.493
Ccr7	Tnfsf13b	10090.ENSMUSP00000099423	10090.ENSMUSP00000146694	0	0	0	0	0.063	0	0	0.490	0.501
Ccr7	Cd160	10090.ENSMUSP00000099423	10090.ENSMUSP00000102689	0	0	0	0	0.085	0	0	0.490	0.513
Ccr7	Zfp683	10090.ENSMUSP00000099423	10090.ENSMUSP00000101508	0	0	0	0	0	0	0	0.515	0.515
Ccr7	Lck	10090.ENSMUSP00000099423	10090.ENSMUSP00000125777	0	0	0	0	0.234	0	0	0.395	0.517
Ccr7	Stat5a	10090.ENSMUSP00000099423	10090.ENSMUSP00000102980	0	0	0	0	0.090	0	0	0.492	0.518
Ccr7	Stat1	10090.ENSMUSP00000099423	10090.ENSMUSP00000141132	0	0	0	0	0.132	0	0	0.491	0.539
Ccr7	Itk	10090.ENSMUSP00000099423	10090.ENSMUSP00000104860	0	0	0	0	0.376	0	0	0.299	0.544
Ccr7	Stat3	10090.ENSMUSP00000099423	10090.ENSMUSP00000120152	0	0	0	0	0.086	0	0	0.530	0.552
Ccr7	Slamf6	10090.ENSMUSP00000099423	10090.ENSMUSP00000141448	0	0	0	0	0.335	0	0	0.392	0.578
Ccr7	Il12b	10090.ENSMUSP00000099423	10090.ENSMUSP00000125867	0	0	0	0	0.195	0	0	0.500	0.580
Ccr7	Tlr7	10090.ENSMUSP00000099423	10090.ENSMUSP00000107787	0	0	0	0	0.102	0	0	0.553	0.581
Ccr7	Il18	10090.ENSMUSP00000099423	10090.ENSMUSP00000151002	0	0	0	0	0.091	0	0	0.561	0.585
Ccr7	Klrd1	10090.ENSMUSP00000099423	10090.ENSMUSP00000107694	0	0	0	0	0.186	0	0	0.519	0.591
Ccr7	Icosl	10090.ENSMUSP00000099423	10090.ENSMUSP00000101032	0	0	0	0	0.080	0	0	0.604	0.620
Ccr7	Pdcd1lg2	10090.ENSMUSP00000099423	10090.ENSMUSP00000158422	0	0	0	0	0.167	0	0	0.568	0.625
Ccr7	Gata3	10090.ENSMUSP00000099423	10090.ENSMUSP00000100041	0	0	0	0	0.092	0	0	0.605	0.626
Ccr7	Cd247	10090.ENSMUSP00000099423	10090.ENSMUSP00000140926	0	0	0	0	0.263	0.093	0	0.491	0.630
Ccr7	Prdm1	10090.ENSMUSP00000099423	10090.ENSMUSP00000101129	0	0	0	0	0.044	0	0	0.644	0.645
Ccr7	Itgal	10090.ENSMUSP00000099423	10090.ENSMUSP00000101913	0	0	0	0	0.149	0	0	0.627	0.670
Ccr7	Il7	10090.ENSMUSP00000099423	10090.ENSMUSP00000141845	0	0	0	0	0.086	0	0	0.713	0.727
Ccr7	Prf1	10090.ENSMUSP00000099423	10090.ENSMUSP00000151354	0	0	0	0	0.121	0.041	0	0.710	0.734
Ccr7	Cx3cr1	10090.ENSMUSP00000099423	10090.ENSMUSP00000150463	0	0	0	0.788	0.095	0	0.500	0.467	0.737
Ccr7	Cd3e	10090.ENSMUSP00000099423	10090.ENSMUSP00000099896	0	0	0	0	0.363	0.075	0	0.604	0.746
Ccr7	Cxcr2	10090.ENSMUSP00000099423	10090.ENSMUSP00000102512	0	0	0.078	0.826	0.093	0	0.500	0.529	0.777
Ccr7	Cxcr1	10090.ENSMUSP00000099423	10090.ENSMUSP00000139555	0	0	0.066	0.844	0.081	0	0.500	0.560	0.786
Ccr7	Gm10591	10090.ENSMUSP00000099423	10090.ENSMUSP00000136903	0	0	0	0	0.069	0	0	0.795	0.801
Ccr7	Foxp3	10090.ENSMUSP00000099423	10090.ENSMUSP00000111405	0	0	0	0	0.044	0	0	0.803	0.803
Ccr7	Ccr9	10090.ENSMUSP00000099423	10090.ENSMUSP00000127024	0	0	0	0.898	0.086	0	0.500	0.614	0.808
Ccr7	Fcgr3	10090.ENSMUSP00000099423	10090.ENSMUSP00000131938	0	0	0	0	0.099	0	0	0.829	0.840
Ccr7	Cd80	10090.ENSMUSP00000099423	10090.ENSMUSP00000156031	0	0	0	0	0.152	0.096	0	0.819	0.849
Ccr7	Cd19	10090.ENSMUSP00000099423	10090.ENSMUSP00000145803	0	0	0	0	0.434	0	0	0.785	0.873
Ccr7	Cxcr5	10090.ENSMUSP00000099423	10090.ENSMUSP00000149508	0	0	0	0.843	0.374	0	0.500	0.691	0.895
Ccr7	Gm13306	10090.ENSMUSP00000099423	10090.ENSMUSP00000103653	0	0	0	0	0	0	0	0.928	0.928
Ccr7	Cxcl9	10090.ENSMUSP00000099423	10090.ENSMUSP00000108716	0	0	0	0	0.098	0.073	0.650	0.817	0.939
Ccr8	Il4	10090.ENSMUSP00000038473	10090.ENSMUSP00000000889	0	0	0	0	0.229	0	0	0.532	0.624
Ccr8	Tbx21	10090.ENSMUSP00000038473	10090.ENSMUSP00000001484	0	0	0	0	0.084	0	0	0.460	0.484
Ccr8	Il7r	10090.ENSMUSP00000038473	10090.ENSMUSP00000003981	0	0	0	0	0.091	0	0	0.394	0.425
Ccr8	Kit	10090.ENSMUSP00000038473	10090.ENSMUSP00000005815	0	0	0	0	0.067	0	0	0.432	0.447
Ccr8	Il12rb2	10090.ENSMUSP00000038473	10090.ENSMUSP00000010605	0	0	0	0	0.130	0	0	0.523	0.567
Ccr8	Csf1	10090.ENSMUSP00000038473	10090.ENSMUSP00000014743	0	0	0	0	0.043	0	0	0.564	0.565
Ccr8	Gzmb	10090.ENSMUSP00000038473	10090.ENSMUSP00000015581	0	0	0	0	0.079	0.051	0	0.434	0.462
Ccr8	Il10	10090.ENSMUSP00000038473	10090.ENSMUSP00000016673	0	0	0	0	0.178	0	0	0.709	0.751
Ccr8	Cd68	10090.ENSMUSP00000038473	10090.ENSMUSP00000018918	0	0	0	0	0.091	0	0	0.614	0.634
Ccr8	Il3	10090.ENSMUSP00000038473	10090.ENSMUSP00000019058	0	0	0	0	0.278	0	0	0.310	0.481
Ccr8	Csf2	10090.ENSMUSP00000038473	10090.ENSMUSP00000019060	0	0	0	0	0.091	0	0	0.375	0.407
Ccr8	Cxcl16	10090.ENSMUSP00000038473	10090.ENSMUSP00000019064	0	0	0	0	0	0	0.650	0.447	0.798
Ccr8	Il13	10090.ENSMUSP00000038473	10090.ENSMUSP00000020650	0	0	0	0	0.122	0	0	0.519	0.560
Ccr8	Havcr2	10090.ENSMUSP00000038473	10090.ENSMUSP00000020668	0	0	0	0	0.064	0.082	0	0.431	0.468
Ccr8	Irf4	10090.ENSMUSP00000038473	10090.ENSMUSP00000021784	0	0	0	0	0.117	0	0	0.401	0.449
Ccr8	Cxcl14	10090.ENSMUSP00000038473	10090.ENSMUSP00000021970	0	0	0	0	0	0	0.650	0.524	0.826
Ccr8	Cxcl13	10090.ENSMUSP00000038473	10090.ENSMUSP00000023840	0	0	0	0	0	0	0.650	0.740	0.905
Ccr8	Cd4	10090.ENSMUSP00000038473	10090.ENSMUSP00000024044	0	0	0	0	0.077	0.082	0	0.798	0.814
Ccr8	Tnf	10090.ENSMUSP00000038473	10090.ENSMUSP00000025263	0	0	0	0	0.137	0	0	0.628	0.666
Ccr8	Il6	10090.ENSMUSP00000038473	10090.ENSMUSP00000026845	0	0	0	0	0.086	0	0	0.657	0.674
Ccr8	Il17a	10090.ENSMUSP00000038473	10090.ENSMUSP00000027061	0	0	0	0	0.170	0	0	0.468	0.539
Ccr8	Ctla4	10090.ENSMUSP00000038473	10090.ENSMUSP00000027164	0	0	0	0	0.219	0	0	0.520	0.609
Ccr8	Pdcd1	10090.ENSMUSP00000038473	10090.ENSMUSP00000027507	0	0	0	0	0.133	0	0	0.380	0.439
Ccr8	Xcl1	10090.ENSMUSP00000038473	10090.ENSMUSP00000027860	0	0	0	0	0.130	0.041	0.650	0.466	0.823
Ccr8	Il2ra	10090.ENSMUSP00000038473	10090.ENSMUSP00000028111	0	0	0	0	0.232	0	0	0.430	0.543
Ccr8	Il1b	10090.ENSMUSP00000038473	10090.ENSMUSP00000028881	0	0	0	0	0.103	0	0	0.645	0.668
Ccr8	Il2	10090.ENSMUSP00000038473	10090.ENSMUSP00000029275	0	0	0	0	0.231	0	0	0.459	0.566
Ccr8	Cxcl5	10090.ENSMUSP00000038473	10090.ENSMUSP00000031318	0	0	0	0	0.047	0	0.650	0.417	0.788
Ccr8	Ppbp	10090.ENSMUSP00000038473	10090.ENSMUSP00000031319	0	0	0	0	0.057	0	0.650	0.354	0.768
Ccr8	Pf4	10090.ENSMUSP00000038473	10090.ENSMUSP00000031320	0	0	0	0	0	0	0.650	0.273	0.734
Ccr8	Cxcl15	10090.ENSMUSP00000038473	10090.ENSMUSP00000031322	0	0	0	0	0	0	0.650	0.178	0.700
Ccr8	Cxcl3	10090.ENSMUSP00000038473	10090.ENSMUSP00000031326	0	0	0	0	0.078	0	0.650	0.127	0.693
Ccr8	Cxcl1	10090.ENSMUSP00000038473	10090.ENSMUSP00000031327	0	0	0	0	0.064	0	0.650	0.481	0.815
Ccr8	Klrg1	10090.ENSMUSP00000038473	10090.ENSMUSP00000032207	0	0	0	0	0.075	0	0	0.391	0.413
Ccr8	Lag3	10090.ENSMUSP00000038473	10090.ENSMUSP00000032217	0	0	0	0	0.103	0.082	0	0.477	0.531
Ccr8	Tyrobp	10090.ENSMUSP00000038473	10090.ENSMUSP00000032800	0	0	0	0	0.080	0	0	0.514	0.533
Ccr8	Cd40lg	10090.ENSMUSP00000038473	10090.ENSMUSP00000033466	0	0	0	0	0.174	0	0	0.364	0.452
Ccr8	Il15	10090.ENSMUSP00000038473	10090.ENSMUSP00000034148	0	0	0	0	0.111	0	0	0.417	0.460
Ccr8	Cx3cl1	10090.ENSMUSP00000038473	10090.ENSMUSP00000034230	0	0	0	0	0	0.041	0.650	0.748	0.908
Ccr8	Il18	10090.ENSMUSP00000038473	10090.ENSMUSP00000151002	0	0	0	0	0	0	0	0.400	0.400
Ccr8	Cst7	10090.ENSMUSP00000038473	10090.ENSMUSP00000086606	0	0	0	0	0.071	0	0	0.388	0.407
Ccr8	Icam1	10090.ENSMUSP00000038473	10090.ENSMUSP00000083587	0	0	0	0	0.101	0	0	0.368	0.408
Ccr8	Cd19	10090.ENSMUSP00000038473	10090.ENSMUSP00000145803	0	0	0	0	0	0	0	0.409	0.409
Ccr8	Cd3e	10090.ENSMUSP00000038473	10090.ENSMUSP00000099896	0	0	0	0	0.156	0	0	0.330	0.411
Ccr8	Tlr4	10090.ENSMUSP00000038473	10090.ENSMUSP00000045770	0	0	0	0	0.092	0	0	0.407	0.439
Ccr8	Ccrl2	10090.ENSMUSP00000038473	10090.ENSMUSP00000107519	0	0	0	0.722	0.104	0	0	0.407	0.446
Ccr8	Gata3	10090.ENSMUSP00000038473	10090.ENSMUSP00000100041	0	0	0	0	0.060	0	0	0.475	0.485
Ccr8	Cd80	10090.ENSMUSP00000038473	10090.ENSMUSP00000156031	0	0	0	0	0.108	0.096	0	0.428	0.499
Ccr8	Csf1r	10090.ENSMUSP00000038473	10090.ENSMUSP00000110923	0	0	0	0	0.067	0	0	0.496	0.510
Ccr8	Il34	10090.ENSMUSP00000038473	10090.ENSMUSP00000076120	0	0	0	0	0	0	0	0.519	0.519
Ccr8	Il5	10090.ENSMUSP00000038473	10090.ENSMUSP00000043369	0	0	0	0	0.130	0	0	0.503	0.549
Ccr8	Cd47	10090.ENSMUSP00000038473	10090.ENSMUSP00000099853	0	0	0	0	0.101	0	0	0.556	0.584
Ccr8	Cd86	10090.ENSMUSP00000038473	10090.ENSMUSP00000087047	0	0	0	0	0.108	0	0	0.594	0.623
Ccr8	Gm13306	10090.ENSMUSP00000038473	10090.ENSMUSP00000103653	0	0	0	0	0	0	0	0.673	0.673
Ccr8	Gm13304	10090.ENSMUSP00000038473	10090.ENSMUSP00000095727	0	0	0	0	0.078	0	0.650	0.096	0.682
Ccr8	Cxcr1	10090.ENSMUSP00000038473	10090.ENSMUSP00000139555	0	0	0	0.795	0.082	0	0.500	0.377	0.689
Ccr8	Cx3cr1	10090.ENSMUSP00000038473	10090.ENSMUSP00000150463	0	0	0	0.881	0.055	0	0.500	0.431	0.708
Ccr8	Jak3	10090.ENSMUSP00000038473	10090.ENSMUSP00000060073	0	0	0	0	0.087	0	0.650	0.177	0.714
Ccr8	Cxcr5	10090.ENSMUSP00000038473	10090.ENSMUSP00000149508	0	0	0	0.774	0.044	0	0.500	0.458	0.718
Ccr8	Jak2	10090.ENSMUSP00000038473	10090.ENSMUSP00000064394	0	0	0	0	0.064	0	0.650	0.209	0.718
Ccr8	Cxcl2	10090.ENSMUSP00000038473	10090.ENSMUSP00000074885	0	0	0	0	0.078	0	0.650	0.221	0.726
Ccr8	Cxcr2	10090.ENSMUSP00000038473	10090.ENSMUSP00000102512	0	0	0	0.799	0.082	0	0.500	0.467	0.734
Ccr8	Ifng	10090.ENSMUSP00000038473	10090.ENSMUSP00000063800	0	0	0	0	0.191	0	0	0.687	0.736
Ccr8	Ccr9	10090.ENSMUSP00000038473	10090.ENSMUSP00000127024	0	0	0.073	0.809	0.070	0	0.500	0.462	0.737
Ccr8	Cxcr4	10090.ENSMUSP00000038473	10090.ENSMUSP00000053489	0	0	0	0.812	0.093	0	0.500	0.467	0.737
Ccr8	Cxcr6	10090.ENSMUSP00000038473	10090.ENSMUSP00000060776	0	0	0	0.783	0.106	0	0.500	0.460	0.738
Ccr8	Foxp3	10090.ENSMUSP00000038473	10090.ENSMUSP00000111405	0	0	0	0	0.341	0	0	0.635	0.749
Ccr8	Cxcr3	10090.ENSMUSP00000038473	10090.ENSMUSP00000052444	0	0	0	0.788	0.083	0	0.500	0.499	0.750
Ccr8	Cxcl9	10090.ENSMUSP00000038473	10090.ENSMUSP00000108716	0	0	0	0	0.110	0.086	0.650	0.543	0.852
Ccr8	Cxcl10	10090.ENSMUSP00000038473	10090.ENSMUSP00000047646	0	0	0	0	0.080	0.086	0.650	0.616	0.872
Ccr8	Cxcl12	10090.ENSMUSP00000038473	10090.ENSMUSP00000072800	0	0	0	0	0.090	0.090	0.650	0.707	0.903
Ccr9	Il4	10090.ENSMUSP00000127024	10090.ENSMUSP00000000889	0	0	0	0	0	0	0	0.486	0.485
Ccr9	Tbx21	10090.ENSMUSP00000127024	10090.ENSMUSP00000001484	0	0	0	0	0.055	0	0	0.490	0.497
Ccr9	Il7r	10090.ENSMUSP00000127024	10090.ENSMUSP00000003981	0	0	0	0	0.131	0	0	0.601	0.638
Ccr9	Kit	10090.ENSMUSP00000127024	10090.ENSMUSP00000005815	0	0	0	0	0	0	0	0.412	0.412
Ccr9	Gzmb	10090.ENSMUSP00000127024	10090.ENSMUSP00000015581	0	0	0	0	0.047	0.051	0	0.431	0.440
Ccr9	Il10	10090.ENSMUSP00000127024	10090.ENSMUSP00000016673	0	0	0	0	0.080	0	0	0.606	0.622
Ccr9	Cd40	10090.ENSMUSP00000127024	10090.ENSMUSP00000017799	0	0	0	0	0.045	0.064	0	0.444	0.460
Ccr9	Csf2	10090.ENSMUSP00000127024	10090.ENSMUSP00000019060	0	0	0	0	0	0	0	0.410	0.410
Ccr9	Cxcl16	10090.ENSMUSP00000127024	10090.ENSMUSP00000019064	0	0	0	0	0.042	0	0.650	0.472	0.807
Ccr9	Il13	10090.ENSMUSP00000127024	10090.ENSMUSP00000020650	0	0	0	0	0.046	0	0	0.410	0.413
Ccr9	Irf4	10090.ENSMUSP00000127024	10090.ENSMUSP00000021784	0	0	0	0	0.077	0	0	0.395	0.418
Ccr9	Cxcl14	10090.ENSMUSP00000127024	10090.ENSMUSP00000021970	0	0	0	0	0	0	0.650	0.321	0.752
Ccr9	Cxcl13	10090.ENSMUSP00000127024	10090.ENSMUSP00000023840	0	0	0	0	0	0	0.650	0.439	0.795
Ccr9	Cd4	10090.ENSMUSP00000127024	10090.ENSMUSP00000024044	0	0	0	0	0.178	0.082	0	0.736	0.783
Ccr9	Tnf	10090.ENSMUSP00000127024	10090.ENSMUSP00000025263	0	0	0	0	0.045	0	0	0.492	0.494
Ccr9	Cd7	10090.ENSMUSP00000127024	10090.ENSMUSP00000026159	0	0	0	0	0.202	0	0	0.331	0.444
Ccr9	Il6	10090.ENSMUSP00000127024	10090.ENSMUSP00000026845	0	0	0	0	0	0	0	0.482	0.482
Ccr9	Il17a	10090.ENSMUSP00000127024	10090.ENSMUSP00000027061	0	0	0	0	0	0	0	0.578	0.578
Ccr9	Ctla4	10090.ENSMUSP00000127024	10090.ENSMUSP00000027164	0	0	0	0	0.047	0	0	0.482	0.485
Ccr9	Pdcd1	10090.ENSMUSP00000127024	10090.ENSMUSP00000027507	0	0	0.206	0	0.111	0	0	0.364	0.512
Ccr9	Xcl1	10090.ENSMUSP00000127024	10090.ENSMUSP00000027860	0	0	0	0	0.080	0.041	0.650	0.589	0.856
Ccr9	Il2ra	10090.ENSMUSP00000127024	10090.ENSMUSP00000028111	0	0	0	0	0.092	0	0	0.490	0.517
Ccr9	Il2	10090.ENSMUSP00000127024	10090.ENSMUSP00000029275	0	0	0	0	0.041	0	0	0.491	0.491
Ccr9	Tlr2	10090.ENSMUSP00000127024	10090.ENSMUSP00000029623	0	0	0	0	0	0	0	0.432	0.432
Ccr9	Rorc	10090.ENSMUSP00000127024	10090.ENSMUSP00000029795	0	0	0	0	0.044	0	0	0.446	0.447
Ccr9	Cxcl5	10090.ENSMUSP00000127024	10090.ENSMUSP00000031318	0	0	0	0	0.076	0	0.650	0.453	0.807
Ccr9	Ppbp	10090.ENSMUSP00000127024	10090.ENSMUSP00000031319	0	0	0	0	0	0	0.650	0.212	0.712
Ccr9	Pf4	10090.ENSMUSP00000127024	10090.ENSMUSP00000031320	0	0	0	0	0	0	0.650	0.383	0.774
Ccr9	Cxcl15	10090.ENSMUSP00000127024	10090.ENSMUSP00000031322	0	0	0	0	0	0	0.650	0.172	0.697
Ccr9	Cxcl3	10090.ENSMUSP00000127024	10090.ENSMUSP00000031326	0	0	0	0	0	0	0.650	0.153	0.690
Ccr9	Cxcl1	10090.ENSMUSP00000127024	10090.ENSMUSP00000031327	0	0	0	0	0	0	0.650	0.298	0.743
Ccr9	Klrg1	10090.ENSMUSP00000127024	10090.ENSMUSP00000032207	0	0	0	0	0	0	0	0.402	0.402
Ccr9	Lag3	10090.ENSMUSP00000127024	10090.ENSMUSP00000032217	0	0	0	0	0.112	0.082	0	0.368	0.440
Ccr9	Cd40lg	10090.ENSMUSP00000127024	10090.ENSMUSP00000033466	0	0	0	0	0.097	0	0	0.468	0.499
Ccr9	Il15	10090.ENSMUSP00000127024	10090.ENSMUSP00000034148	0	0	0	0	0	0	0	0.443	0.443
Ccr9	Cx3cl1	10090.ENSMUSP00000127024	10090.ENSMUSP00000034230	0	0	0	0	0	0.041	0.650	0.445	0.797
Ccr9	Rag2	10090.ENSMUSP00000127024	10090.ENSMUSP00000038204	0	0	0	0	0.153	0	0	0.464	0.527
Ccr9	Irf8	10090.ENSMUSP00000127024	10090.ENSMUSP00000040245	0	0	0	0	0.072	0	0	0.522	0.537
Ccr9	Cxcl10	10090.ENSMUSP00000127024	10090.ENSMUSP00000047646	0	0	0	0	0	0.073	0.650	0.509	0.826
Ccr9	Cxcr3	10090.ENSMUSP00000127024	10090.ENSMUSP00000052444	0	0	0	0.822	0.098	0	0.500	0.455	0.732
Ccr9	Cxcr4	10090.ENSMUSP00000127024	10090.ENSMUSP00000053489	0	0	0	0.833	0.047	0	0.500	0.462	0.721
Ccr9	Jak3	10090.ENSMUSP00000127024	10090.ENSMUSP00000060073	0	0	0	0	0	0	0.650	0.200	0.708
Ccr9	Cxcr6	10090.ENSMUSP00000127024	10090.ENSMUSP00000060776	0	0	0.062	0.881	0.118	0	0.500	0.381	0.709
Ccr9	Ifng	10090.ENSMUSP00000127024	10090.ENSMUSP00000063800	0	0	0	0	0.073	0	0	0.606	0.619
Ccr9	Jak2	10090.ENSMUSP00000127024	10090.ENSMUSP00000064394	0	0	0	0	0	0	0.650	0.166	0.695
Ccr9	Cd8a	10090.ENSMUSP00000127024	10090.ENSMUSP00000068123	0	0	0	0	0.577	0	0	0.449	0.757
Ccr9	Cd8b1	10090.ENSMUSP00000127024	10090.ENSMUSP00000070131	0	0	0	0	0.334	0	0	0.197	0.442
Ccr9	Cxcl12	10090.ENSMUSP00000127024	10090.ENSMUSP00000072800	0	0	0	0	0.041	0.090	0.650	0.790	0.927
Ccr9	Cxcl2	10090.ENSMUSP00000127024	10090.ENSMUSP00000074885	0	0	0	0	0	0	0.650	0.190	0.704
Ccr9	Rag1	10090.ENSMUSP00000127024	10090.ENSMUSP00000077584	0	0	0	0	0.170	0	0	0.489	0.558
Ccr9	Tlr9	10090.ENSMUSP00000127024	10090.ENSMUSP00000082207	0	0	0	0	0.088	0	0	0.375	0.405
Ccr9	Icam1	10090.ENSMUSP00000127024	10090.ENSMUSP00000083587	0	0	0	0	0	0	0	0.487	0.487
Ccr9	Cd86	10090.ENSMUSP00000127024	10090.ENSMUSP00000087047	0	0	0	0	0.042	0	0	0.569	0.570
Ccr9	Gm13304	10090.ENSMUSP00000127024	10090.ENSMUSP00000095727	0	0	0	0	0	0	0.650	0.425	0.790
Ccr9	Gm21541	10090.ENSMUSP00000127024	10090.ENSMUSP00000095732	0	0	0	0	0	0	0	0.409	0.409
Ccr9	Cd3e	10090.ENSMUSP00000127024	10090.ENSMUSP00000099896	0	0	0	0	0.243	0	0	0.399	0.525
Ccr9	Gata3	10090.ENSMUSP00000127024	10090.ENSMUSP00000100041	0	0	0	0	0.094	0	0	0.470	0.500
Ccr9	Cxcr2	10090.ENSMUSP00000127024	10090.ENSMUSP00000102512	0	0	0	0.834	0.045	0	0.500	0.419	0.698
Ccr9	Gm13306	10090.ENSMUSP00000127024	10090.ENSMUSP00000103653	0	0	0	0	0	0	0	0.705	0.705
Ccr9	Cxcl9	10090.ENSMUSP00000127024	10090.ENSMUSP00000108716	0	0	0	0	0.107	0.073	0.650	0.458	0.822
Ccr9	Foxp3	10090.ENSMUSP00000127024	10090.ENSMUSP00000111405	0	0	0	0	0.077	0	0	0.735	0.745
Ccr9	Lck	10090.ENSMUSP00000127024	10090.ENSMUSP00000125777	0	0	0	0	0.146	0	0	0.495	0.551
Ccr9	Gm10591	10090.ENSMUSP00000127024	10090.ENSMUSP00000136903	0	0	0	0	0	0	0	0.409	0.409
Ccr9	Il18	10090.ENSMUSP00000127024	10090.ENSMUSP00000151002	0	0	0	0	0.091	0	0	0.394	0.426
Ccr9	Fcgr3	10090.ENSMUSP00000127024	10090.ENSMUSP00000131938	0	0	0	0	0.081	0	0	0.411	0.435
Ccr9	Prf1	10090.ENSMUSP00000127024	10090.ENSMUSP00000151354	0	0	0	0	0.178	0.041	0	0.352	0.444
Ccr9	Il7	10090.ENSMUSP00000127024	10090.ENSMUSP00000141845	0	0	0	0	0.084	0	0	0.475	0.498
Ccr9	Cd80	10090.ENSMUSP00000127024	10090.ENSMUSP00000156031	0	0	0	0	0	0.096	0	0.552	0.577
Ccr9	Cd19	10090.ENSMUSP00000127024	10090.ENSMUSP00000145803	0	0	0	0	0.085	0	0	0.616	0.634
Ccr9	Cx3cr1	10090.ENSMUSP00000127024	10090.ENSMUSP00000150463	0	0	0	0.794	0.055	0	0.500	0.411	0.697
Ccr9	Cxcr1	10090.ENSMUSP00000127024	10090.ENSMUSP00000139555	0	0	0	0.827	0	0	0.500	0.431	0.703
Ccr9	Cxcr5	10090.ENSMUSP00000127024	10090.ENSMUSP00000149508	0	0	0	0.816	0.046	0	0.500	0.444	0.711
Ccrl2	Il4	10090.ENSMUSP00000107519	10090.ENSMUSP00000000889	0	0	0	0	0	0	0	0.409	0.409
Ccrl2	Il7r	10090.ENSMUSP00000107519	10090.ENSMUSP00000003981	0	0	0	0	0.136	0	0	0.436	0.492
Ccrl2	Rarres2	10090.ENSMUSP00000107519	10090.ENSMUSP00000009425	0	0	0	0	0.047	0	0	0.986	0.986
Ccrl2	Il10	10090.ENSMUSP00000107519	10090.ENSMUSP00000016673	0	0	0	0	0.216	0	0	0.376	0.490
Ccrl2	Cxcl16	10090.ENSMUSP00000107519	10090.ENSMUSP00000019064	0	0	0	0	0.120	0	0	0.643	0.672
Ccrl2	Tnfaip3	10090.ENSMUSP00000107519	10090.ENSMUSP00000019997	0	0	0	0	0.289	0	0	0.268	0.458
Ccrl2	Cxcl13	10090.ENSMUSP00000107519	10090.ENSMUSP00000023840	0	0	0	0	0	0	0	0.509	0.509
Ccrl2	Cd4	10090.ENSMUSP00000107519	10090.ENSMUSP00000024044	0	0	0	0	0	0.082	0	0.480	0.502
Ccrl2	Tnf	10090.ENSMUSP00000107519	10090.ENSMUSP00000025263	0	0	0	0	0.470	0	0	0.403	0.670
Ccrl2	Il6	10090.ENSMUSP00000107519	10090.ENSMUSP00000026845	0	0	0	0	0.178	0	0	0.510	0.580
Ccrl2	Il1b	10090.ENSMUSP00000107519	10090.ENSMUSP00000028881	0	0	0	0	0.476	0	0	0.375	0.658
Ccrl2	Il1a	10090.ENSMUSP00000107519	10090.ENSMUSP00000028882	0	0	0	0	0.326	0	0	0.291	0.501
Ccrl2	Tlr2	10090.ENSMUSP00000107519	10090.ENSMUSP00000029623	0	0	0	0	0.299	0	0	0.268	0.465
Ccrl2	Tnfrsf1b	10090.ENSMUSP00000107519	10090.ENSMUSP00000030336	0	0	0	0	0.173	0	0	0.474	0.546
Ccrl2	Fgr	10090.ENSMUSP00000107519	10090.ENSMUSP00000030693	0	0	0	0	0.138	0	0	0.389	0.451
Ccrl2	Cxcl1	10090.ENSMUSP00000107519	10090.ENSMUSP00000031327	0	0	0	0	0.162	0	0	0.355	0.436
Ccrl2	Cx3cl1	10090.ENSMUSP00000107519	10090.ENSMUSP00000034230	0	0	0	0	0.088	0.041	0	0.369	0.401
Ccrl2	Cxcl10	10090.ENSMUSP00000107519	10090.ENSMUSP00000047646	0	0	0	0	0.280	0.072	0	0.561	0.681
Ccrl2	Defb1	10090.ENSMUSP00000107519	10090.ENSMUSP00000051754	0	0	0	0	0	0	0	0.525	0.525
Ccrl2	Ifng	10090.ENSMUSP00000107519	10090.ENSMUSP00000063800	0	0	0	0	0.084	0	0	0.511	0.533
Ccrl2	Cxcl12	10090.ENSMUSP00000107519	10090.ENSMUSP00000072800	0	0	0	0	0.080	0.089	0	0.537	0.578
Ccrl2	Cxcl2	10090.ENSMUSP00000107519	10090.ENSMUSP00000074885	0	0	0	0	0.302	0	0	0.255	0.457
Ccrl2	Icam1	10090.ENSMUSP00000107519	10090.ENSMUSP00000083587	0	0	0	0	0.238	0	0	0.309	0.451
Ccrl2	Cxcr2	10090.ENSMUSP00000107519	10090.ENSMUSP00000102512	0	0	0	0.610	0.096	0	0	0.472	0.503
Ccrl2	Il1rn	10090.ENSMUSP00000107519	10090.ENSMUSP00000110126	0	0	0	0	0.189	0	0	0.308	0.414
Ccrl2	Csf1r	10090.ENSMUSP00000107519	10090.ENSMUSP00000110923	0	0	0	0	0.144	0	0	0.359	0.428
Ccrl2	Cxcl9	10090.ENSMUSP00000107519	10090.ENSMUSP00000108716	0	0	0	0	0.080	0.072	0	0.599	0.628
Cd14	Il4	10090.ENSMUSP00000056669	10090.ENSMUSP00000000889	0	0	0	0	0	0	0	0.691	0.691
Cd14	Tollip	10090.ENSMUSP00000056669	10090.ENSMUSP00000001950	0	0	0	0	0	0.041	0	0.466	0.466
