#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
1700013H16Rik	Slx	10090.ENSMUSP00000063474	10090.ENSMUSP00000094676	0	0	0	0	0	0	0	0.744	0.744
Cecr2	Kat6a	10090.ENSMUSP00000108306	10090.ENSMUSP00000038181	0	0	0	0	0.065	0.241	0	0.384	0.525
Cecr2	Smarca5	10090.ENSMUSP00000108306	10090.ENSMUSP00000044361	0	0	0	0	0.046	0.697	0.720	0.342	0.939
Cecr2	Mllt3	10090.ENSMUSP00000108306	10090.ENSMUSP00000077232	0	0	0	0	0	0.291	0	0.248	0.444
Cecr2	H3c8	10090.ENSMUSP00000108306	10090.ENSMUSP00000079670	0	0	0	0	0	0.295	0	0.264	0.459
Cecr2	H4c11	10090.ENSMUSP00000108306	10090.ENSMUSP00000085006	0	0	0	0	0	0.306	0	0.298	0.492
Cecr2	Chrac1	10090.ENSMUSP00000108306	10090.ENSMUSP00000087197	0	0	0	0	0	0.063	0.540	0.254	0.650
Cecr2	Smarca4	10090.ENSMUSP00000108306	10090.ENSMUSP00000096547	0	0	0	0	0.057	0.187	0	0.343	0.453
Cecr2	Smarca1	10090.ENSMUSP00000108306	10090.ENSMUSP00000099138	0	0	0	0	0.046	0.697	0.720	0.822	0.983
Cecr2	Rbbp4	10090.ENSMUSP00000108306	10090.ENSMUSP00000099658	0	0	0	0	0.052	0.051	0.720	0.192	0.769
Cecr2	H3f3b	10090.ENSMUSP00000108306	10090.ENSMUSP00000102062	0	0	0	0	0	0.295	0	0.270	0.463
Cecr2	Rsf1	10090.ENSMUSP00000108306	10090.ENSMUSP00000102771	0	0	0	0.547	0.052	0.062	0.720	0.330	0.810
Cecr2	Kat6b	10090.ENSMUSP00000108306	10090.ENSMUSP00000138377	0	0	0	0	0.061	0.241	0	0.303	0.460
Cecr2	Yeats2	10090.ENSMUSP00000108306	10090.ENSMUSP00000111222	0	0	0.228	0	0	0.291	0	0.329	0.600
Cenpp	Myb	10090.ENSMUSP00000021818	10090.ENSMUSP00000139699	0	0	0	0	0.091	0.303	0	0.130	0.400
Cenpp	Rad54l	10090.ENSMUSP00000021818	10090.ENSMUSP00000099765	0	0	0	0	0.274	0.083	0	0.175	0.402
Cenpp	Rad54b	10090.ENSMUSP00000021818	10090.ENSMUSP00000066977	0	0	0	0	0.471	0.083	0	0.117	0.534
Cenpp	Rbbp4	10090.ENSMUSP00000021818	10090.ENSMUSP00000099658	0	0	0	0	0.053	0.064	0.500	0.125	0.560
Cenpp	Npm1	10090.ENSMUSP00000021818	10090.ENSMUSP00000075067	0	0	0	0	0.125	0.074	0.500	0.048	0.562
Cenpp	Rbbp7	10090.ENSMUSP00000021818	10090.ENSMUSP00000033720	0	0	0	0	0.074	0.064	0.500	0.112	0.563
Cenpp	H4c11	10090.ENSMUSP00000021818	10090.ENSMUSP00000085006	0	0	0	0	0	0.142	0.500	0.077	0.569
Cenpp	Ruvbl1	10090.ENSMUSP00000021818	10090.ENSMUSP00000032165	0	0	0	0	0.079	0.076	0.500	0.178	0.603
Cenpp	Mis18a	10090.ENSMUSP00000021818	10090.ENSMUSP00000097150	0	0	0	0	0.214	0	0.500	0.090	0.611
Cenpp	Hjurp	10090.ENSMUSP00000021818	10090.ENSMUSP00000054263	0	0	0	0	0.066	0	0.500	0.361	0.675
Cenpp	Oip5	10090.ENSMUSP00000021818	10090.ENSMUSP00000115219	0	0	0	0	0.468	0	0.500	0.065	0.729
Cenpp	Itgb3bp	10090.ENSMUSP00000021818	10090.ENSMUSP00000117153	0	0	0	0	0.100	0.903	0.800	0.966	0.999
Cfdp1	Vps72	10090.ENSMUSP00000034432	10090.ENSMUSP00000009102	0	0	0	0	0.106	0.561	0	0.527	0.798
Cfdp1	Yeats4	10090.ENSMUSP00000034432	10090.ENSMUSP00000020382	0	0	0	0	0.099	0.424	0	0.527	0.733
Cfdp1	Yy1	10090.ENSMUSP00000034432	10090.ENSMUSP00000021692	0	0	0	0	0.079	0	0.540	0	0.558
Cfdp1	Ino80b	10090.ENSMUSP00000034432	10090.ENSMUSP00000032109	0	0	0	0	0	0	0.540	0.047	0.542
Cfdp1	Ruvbl1	10090.ENSMUSP00000034432	10090.ENSMUSP00000032165	0	0	0	0	0.338	0.767	0.540	0.522	0.961
Cfdp1	Ino80d	10090.ENSMUSP00000034432	10090.ENSMUSP00000130864	0	0	0	0	0	0	0.540	0	0.540
Cfdp1	Nfrkb	10090.ENSMUSP00000034432	10090.ENSMUSP00000083341	0	0	0	0	0	0	0.540	0	0.540
Cfdp1	Mcrs1	10090.ENSMUSP00000034432	10090.ENSMUSP00000043901	0	0	0	0	0.057	0	0.540	0	0.547
Cfdp1	Tfpt	10090.ENSMUSP00000034432	10090.ENSMUSP00000104281	0	0	0	0	0.071	0	0.540	0	0.554
Cfdp1	Ino80e	10090.ENSMUSP00000034432	10090.ENSMUSP00000049851	0	0	0	0	0.079	0.067	0.540	0	0.570
Cfdp1	Ino80c	10090.ENSMUSP00000034432	10090.ENSMUSP00000114643	0	0	0	0	0.048	0	0.540	0.162	0.600
Cfdp1	Uchl5	10090.ENSMUSP00000034432	10090.ENSMUSP00000140106	0	0	0	0	0.213	0	0.540	0	0.622
Cfdp1	Ino80	10090.ENSMUSP00000034432	10090.ENSMUSP00000051845	0	0	0	0	0.052	0.241	0.540	0.068	0.650
Cfdp1	Znhit1	10090.ENSMUSP00000034432	10090.ENSMUSP00000106720	0	0	0	0	0.064	0.414	0.540	0.359	0.816
Cfdp1	Ep400	10090.ENSMUSP00000034432	10090.ENSMUSP00000049038	0	0	0	0	0.041	0.747	0.540	0.216	0.900
Cfdp1	Srcap	10090.ENSMUSP00000034432	10090.ENSMUSP00000140036	0	0	0	0	0	0.747	0.540	0.216	0.900
Cfdp1	Ruvbl2	10090.ENSMUSP00000034432	10090.ENSMUSP00000147502	0	0	0	0	0.104	0.746	0.540	0.514	0.942
Cfdp1	Dmap1	10090.ENSMUSP00000034432	10090.ENSMUSP00000099748	0	0	0	0	0.162	0.792	0.540	0.527	0.957
Chaf1a	H3c11	10090.ENSMUSP00000002914	10090.ENSMUSP00000139663	0	0	0	0	0.096	0.244	0	0.204	0.408
Chaf1a	Hells	10090.ENSMUSP00000002914	10090.ENSMUSP00000025965	0	0	0	0	0.319	0	0	0.171	0.412
Chaf1a	H3f3b	10090.ENSMUSP00000002914	10090.ENSMUSP00000102062	0	0	0	0	0.074	0.142	0	0.321	0.414
Chaf1a	H3c1	10090.ENSMUSP00000002914	10090.ENSMUSP00000089293	0	0	0	0	0.103	0.244	0	0.209	0.417
Chaf1a	Smarcd1	10090.ENSMUSP00000002914	10090.ENSMUSP00000023759	0	0	0	0	0.076	0.292	0	0.189	0.424
Chaf1a	Hdac1	10090.ENSMUSP00000002914	10090.ENSMUSP00000099657	0	0	0	0	0.073	0.306	0	0.180	0.426
Chaf1a	Smarca5	10090.ENSMUSP00000002914	10090.ENSMUSP00000044361	0	0	0	0	0.083	0.292	0	0.199	0.435
Chaf1a	Smarcc1	10090.ENSMUSP00000002914	10090.ENSMUSP00000086094	0	0	0	0	0.127	0.292	0	0.163	0.437
Chaf1a	Gatad2a	10090.ENSMUSP00000002914	10090.ENSMUSP00000070229	0	0	0	0	0.073	0.292	0	0.211	0.437
Chaf1a	Chd4	10090.ENSMUSP00000002914	10090.ENSMUSP00000060054	0	0	0	0	0.120	0.292	0	0.182	0.446
Chaf1a	Ezh2	10090.ENSMUSP00000002914	10090.ENSMUSP00000080419	0	0	0	0	0.274	0.062	0	0.255	0.448
Chaf1a	Rad54l	10090.ENSMUSP00000002914	10090.ENSMUSP00000099765	0	0	0	0	0.347	0	0	0.190	0.449
Chaf1a	H4c11	10090.ENSMUSP00000002914	10090.ENSMUSP00000085006	0	0	0	0	0.061	0.348	0	0.173	0.450
Chaf1a	Daxx	10090.ENSMUSP00000002914	10090.ENSMUSP00000128504	0	0	0	0	0.061	0	0	0.444	0.456
Chaf1a	Nasp	10090.ENSMUSP00000002914	10090.ENSMUSP00000030456	0	0	0	0	0.316	0	0	0.240	0.458
Chaf1a	Ruvbl2	10090.ENSMUSP00000002914	10090.ENSMUSP00000147502	0	0	0	0	0.179	0.292	0	0.150	0.462
Chaf1a	Mcrs1	10090.ENSMUSP00000002914	10090.ENSMUSP00000043901	0	0	0	0	0.071	0	0	0.465	0.481
Chaf1a	H3c8	10090.ENSMUSP00000002914	10090.ENSMUSP00000079670	0	0	0	0	0.111	0.244	0	0.306	0.493
Chaf1a	Ssrp1	10090.ENSMUSP00000002914	10090.ENSMUSP00000076971	0	0	0	0	0.239	0.064	0	0.387	0.525
Chaf1a	Smarcad1	10090.ENSMUSP00000002914	10090.ENSMUSP00000031984	0	0	0	0	0.089	0.292	0	0.341	0.538
Chaf1a	Pih1d1	10090.ENSMUSP00000002914	10090.ENSMUSP00000082490	0	0	0	0	0.044	0	0	0.618	0.620
Chaf1a	Ercc6l	10090.ENSMUSP00000002914	10090.ENSMUSP00000050592	0	0	0	0	0.191	0	0	0.559	0.628
Chaf1a	Hdac2	10090.ENSMUSP00000002914	10090.ENSMUSP00000019911	0	0	0	0	0.065	0.306	0	0.642	0.747
Chaf1a	Rbbp7	10090.ENSMUSP00000002914	10090.ENSMUSP00000033720	0	0	0	0	0.151	0.665	0	0.305	0.785
Chaf1a	Mcm2	10090.ENSMUSP00000002914	10090.ENSMUSP00000061923	0	0	0	0	0.777	0.292	0	0.078	0.842
Chaf1a	Rbbp4	10090.ENSMUSP00000002914	10090.ENSMUSP00000099658	0	0	0	0	0.140	0.665	0.720	0.964	0.996
Chaf1a	Chaf1b	10090.ENSMUSP00000002914	10090.ENSMUSP00000023666	0	0	0	0	0.349	0.842	0.720	0.968	0.998
Chaf1b	Myc	10090.ENSMUSP00000023666	10090.ENSMUSP00000022971	0	0	0	0	0.091	0.054	0	0.505	0.537
Chaf1b	Hist1h4n	10090.ENSMUSP00000023666	10090.ENSMUSP00000100044	0	0	0	0	0	0.374	0	0.081	0.400
Chaf1b	Hist1h4m	10090.ENSMUSP00000023666	10090.ENSMUSP00000100546	0	0	0	0	0	0.374	0	0.081	0.400
Chaf1b	H4c8	10090.ENSMUSP00000023666	10090.ENSMUSP00000100037	0	0	0	0	0	0.374	0	0.081	0.400
Chaf1b	H4c9	10090.ENSMUSP00000023666	10090.ENSMUSP00000100042	0	0	0	0	0	0.374	0	0.081	0.400
Chaf1b	H4c3	10090.ENSMUSP00000023666	10090.ENSMUSP00000100032	0	0	0	0	0	0.374	0	0.081	0.400
Chaf1b	H4c12	10090.ENSMUSP00000023666	10090.ENSMUSP00000100048	0	0	0	0	0	0.374	0	0.081	0.400
Chaf1b	H4c6	10090.ENSMUSP00000023666	10090.ENSMUSP00000100036	0	0	0	0	0	0.374	0	0.081	0.400
Chaf1b	H4c1	10090.ENSMUSP00000023666	10090.ENSMUSP00000100029	0	0	0	0	0	0.374	0	0.081	0.400
Chaf1b	Rad54l	10090.ENSMUSP00000023666	10090.ENSMUSP00000099765	0	0	0	0	0.277	0.063	0	0.188	0.403
Chaf1b	H4c14	10090.ENSMUSP00000023666	10090.ENSMUSP00000129930	0	0	0	0	0.049	0.374	0	0.081	0.405
Chaf1b	Supt16	10090.ENSMUSP00000023666	10090.ENSMUSP00000042283	0	0	0	0	0.065	0.093	0	0.355	0.405
Chaf1b	H4f16	10090.ENSMUSP00000023666	10090.ENSMUSP00000136357	0	0	0	0	0	0.374	0	0.108	0.418
Chaf1b	H4c4	10090.ENSMUSP00000023666	10090.ENSMUSP00000100033	0	0	0	0	0.073	0.374	0	0.081	0.420
Chaf1b	H4c2	10090.ENSMUSP00000023666	10090.ENSMUSP00000100030	0	0	0	0	0.057	0.374	0	0.111	0.429
Chaf1b	Mis18a	10090.ENSMUSP00000023666	10090.ENSMUSP00000097150	0	0	0	0	0.220	0	0	0.300	0.431
Chaf1b	H3f3a	10090.ENSMUSP00000023666	10090.ENSMUSP00000124509	0	0	0	0	0.062	0.383	0	0.150	0.465
Chaf1b	H4c11	10090.ENSMUSP00000023666	10090.ENSMUSP00000085006	0	0	0	0	0	0.374	0	0.211	0.485
Chaf1b	H3c10	10090.ENSMUSP00000023666	10090.ENSMUSP00000140394	0	0	0	0	0.047	0.383	0	0.223	0.503
Chaf1b	H3c11	10090.ENSMUSP00000023666	10090.ENSMUSP00000139663	0	0	0	0	0.062	0.383	0	0.231	0.516
Chaf1b	H3c1	10090.ENSMUSP00000023666	10090.ENSMUSP00000089293	0	0	0	0	0.076	0.383	0	0.235	0.526
Chaf1b	Hells	10090.ENSMUSP00000023666	10090.ENSMUSP00000025965	0	0	0	0	0.352	0.063	0	0.329	0.557
Chaf1b	Mcm2	10090.ENSMUSP00000023666	10090.ENSMUSP00000061923	0	0	0	0	0.530	0	0	0.164	0.590
Chaf1b	H3f3b	10090.ENSMUSP00000023666	10090.ENSMUSP00000102062	0	0	0	0	0.075	0.383	0	0.485	0.680
Chaf1b	H3c8	10090.ENSMUSP00000023666	10090.ENSMUSP00000079670	0	0	0	0	0.075	0.383	0	0.486	0.681
Chaf1b	Nasp	10090.ENSMUSP00000023666	10090.ENSMUSP00000030456	0	0	0	0	0.310	0	0	0.606	0.717
Chaf1b	Rbbp7	10090.ENSMUSP00000023666	10090.ENSMUSP00000033720	0	0	0	0	0.103	0.757	0	0.660	0.919
Chaf1b	Rbbp4	10090.ENSMUSP00000023666	10090.ENSMUSP00000099658	0	0	0	0	0.104	0.757	0.720	0.976	0.998
Chd1	Smarcb1	10090.ENSMUSP00000024627	10090.ENSMUSP00000000925	0	0	0	0	0.051	0.095	0	0.402	0.442
Chd1	Supt6	10090.ENSMUSP00000024627	10090.ENSMUSP00000002121	0	0	0	0	0.188	0.134	0	0.547	0.654
Chd1	Kdm5a	10090.ENSMUSP00000024627	10090.ENSMUSP00000005108	0	0	0	0	0.237	0.098	0	0.319	0.490
Chd1	Vps72	10090.ENSMUSP00000024627	10090.ENSMUSP00000009102	0	0	0	0	0.046	0.280	0	0.219	0.416
Chd1	Hdac2	10090.ENSMUSP00000024627	10090.ENSMUSP00000019911	0	0	0	0	0.060	0.137	0	0.357	0.433
Chd1	Smarcd2	10090.ENSMUSP00000024627	10090.ENSMUSP00000021052	0	0	0	0	0.051	0.114	0	0.347	0.402
Chd1	Yy1	10090.ENSMUSP00000024627	10090.ENSMUSP00000021692	0	0	0	0	0.098	0.100	0	0.545	0.599
Chd1	Smarcd1	10090.ENSMUSP00000024627	10090.ENSMUSP00000023759	0	0	0	0	0.046	0.114	0	0.557	0.593
Chd1	Kdm6b	10090.ENSMUSP00000024627	10090.ENSMUSP00000091620	0	0	0	0	0.061	0.171	0	0.301	0.409
Chd1	Zbtb7a	10090.ENSMUSP00000024627	10090.ENSMUSP00000047333	0	0	0	0	0.070	0.100	0	0.353	0.412
Chd1	Smarca1	10090.ENSMUSP00000024627	10090.ENSMUSP00000099138	0	0	0.155	0.764	0	0.290	0	0.115	0.423
Chd1	Top1	10090.ENSMUSP00000024627	10090.ENSMUSP00000105094	0	0	0	0	0.262	0.119	0	0.189	0.427
Chd1	Kdm5b	10090.ENSMUSP00000024627	10090.ENSMUSP00000038138	0	0	0	0	0.109	0.098	0	0.345	0.428
Chd1	Smarca2	10090.ENSMUSP00000024627	10090.ENSMUSP00000025862	0	0	0.184	0.641	0.066	0.136	0	0.235	0.429
Chd1	H1f0	10090.ENSMUSP00000024627	10090.ENSMUSP00000137309	0	0	0	0	0.046	0.070	0	0.411	0.432
Chd1	Smarcad1	10090.ENSMUSP00000024627	10090.ENSMUSP00000031984	0	0	0.198	0.673	0.161	0.137	0	0.146	0.438
Chd1	Smarcc2	10090.ENSMUSP00000024627	10090.ENSMUSP00000100868	0	0	0	0	0.055	0.140	0	0.389	0.460
Chd1	Ruvbl1	10090.ENSMUSP00000024627	10090.ENSMUSP00000032165	0	0	0	0	0.071	0.313	0	0.227	0.463
Chd1	Foxa1	10090.ENSMUSP00000024627	10090.ENSMUSP00000041118	0	0	0	0	0	0.042	0	0.465	0.465
Chd1	Rsf1	10090.ENSMUSP00000024627	10090.ENSMUSP00000102771	0	0	0	0	0.209	0.089	0	0.331	0.476
Chd1	Smarca4	10090.ENSMUSP00000024627	10090.ENSMUSP00000096547	0	0	0.184	0.638	0.103	0.136	0	0.269	0.476
Chd1	H3f3a	10090.ENSMUSP00000024627	10090.ENSMUSP00000124509	0	0	0	0	0.061	0.408	0	0.171	0.499
Chd1	Rbbp4	10090.ENSMUSP00000024627	10090.ENSMUSP00000099658	0	0	0	0	0.104	0.232	0	0.335	0.502
Chd1	Rbbp7	10090.ENSMUSP00000024627	10090.ENSMUSP00000033720	0	0	0	0	0.071	0.232	0	0.364	0.507
Chd1	Ezh2	10090.ENSMUSP00000024627	10090.ENSMUSP00000080419	0	0	0	0	0.103	0.116	0	0.448	0.524
Chd1	H4c11	10090.ENSMUSP00000024627	10090.ENSMUSP00000085006	0	0	0	0	0	0.259	0	0.395	0.533
Chd1	Pbrm1	10090.ENSMUSP00000024627	10090.ENSMUSP00000107727	0	0	0	0	0.199	0.137	0	0.385	0.538
Chd1	Kdm6a	10090.ENSMUSP00000024627	10090.ENSMUSP00000061539	0	0	0	0	0.193	0.171	0	0.370	0.542
Chd1	Smarcc1	10090.ENSMUSP00000024627	10090.ENSMUSP00000086094	0	0	0	0	0.142	0.140	0	0.444	0.554
Chd1	Hdac1	10090.ENSMUSP00000024627	10090.ENSMUSP00000099657	0	0	0	0	0.104	0.137	0	0.484	0.566
Chd1	Ino80c	10090.ENSMUSP00000024627	10090.ENSMUSP00000114643	0	0	0	0	0.051	0.259	0	0.476	0.599
Chd1	Chd7	10090.ENSMUSP00000024627	10090.ENSMUSP00000059079	0	0	0.139	0.671	0.084	0	0	0.532	0.599
Chd1	Chd9	10090.ENSMUSP00000024627	10090.ENSMUSP00000105243	0	0	0.155	0.667	0.097	0	0	0.532	0.613
Chd1	Smarca5	10090.ENSMUSP00000024627	10090.ENSMUSP00000044361	0	0	0.161	0.753	0.340	0.290	0	0.154	0.623
Chd1	Chd6	10090.ENSMUSP00000024627	10090.ENSMUSP00000042291	0	0	0.173	0.672	0.067	0	0	0.578	0.646
Chd1	Chd8	10090.ENSMUSP00000024627	10090.ENSMUSP00000142890	0	0	0.179	0.672	0.099	0	0	0.562	0.648
Chd1	Kat2a	10090.ENSMUSP00000024627	10090.ENSMUSP00000099407	0	0	0	0	0.057	0.184	0	0.582	0.651
Chd1	Morf4l1	10090.ENSMUSP00000024627	10090.ENSMUSP00000082346	0	0	0	0	0.096	0.163	0	0.583	0.657
Chd1	Chd4	10090.ENSMUSP00000024627	10090.ENSMUSP00000060054	0	0	0.179	0.694	0.172	0.059	0	0.537	0.665
Chd1	Setd2	10090.ENSMUSP00000024627	10090.ENSMUSP00000116313	0	0	0	0	0.370	0.216	0	0.431	0.694
Chd1	Ssrp1	10090.ENSMUSP00000024627	10090.ENSMUSP00000076971	0	0	0	0	0.126	0.415	0	0.482	0.712
Chd1	Chd3	10090.ENSMUSP00000024627	10090.ENSMUSP00000104301	0	0	0.179	0.695	0.087	0.059	0	0.659	0.728
Chd1	Supt16	10090.ENSMUSP00000024627	10090.ENSMUSP00000042283	0	0	0	0	0.155	0.421	0	0.538	0.754
Chd1	H3c8	10090.ENSMUSP00000024627	10090.ENSMUSP00000079670	0	0	0	0	0	0.285	0	0.746	0.810
Chd1	H3f3b	10090.ENSMUSP00000024627	10090.ENSMUSP00000102062	0	0	0	0	0.051	0.408	0	0.773	0.861
Chd1l	Kat2b	10090.ENSMUSP00000029730	10090.ENSMUSP00000000724	0	0	0	0	0.055	0.364	0	0.102	0.413
Chd1l	Hltf	10090.ENSMUSP00000029730	10090.ENSMUSP00000002502	0	0	0.240	0.571	0.044	0.285	0	0.088	0.463
Chd1l	Macroh2a2	10090.ENSMUSP00000029730	10090.ENSMUSP00000020283	0	0	0	0	0.046	0.267	0	0.299	0.467
Chd1l	Ino80c	10090.ENSMUSP00000029730	10090.ENSMUSP00000114643	0	0	0	0	0.071	0.259	0	0.200	0.401
Chd1l	Ruvbl2	10090.ENSMUSP00000029730	10090.ENSMUSP00000147502	0	0	0	0	0.106	0.309	0	0.150	0.430
Chd1l	Ruvbl1	10090.ENSMUSP00000029730	10090.ENSMUSP00000032165	0	0	0	0	0.101	0.313	0	0.154	0.432
Chd1l	Ercc6l	10090.ENSMUSP00000029730	10090.ENSMUSP00000050592	0	0	0.229	0.618	0.057	0.262	0	0.068	0.433
Chd1l	Ttf2	10090.ENSMUSP00000029730	10090.ENSMUSP00000076208	0	0	0.251	0.572	0.202	0.124	0	0.065	0.445
Chd1l	Kat2a	10090.ENSMUSP00000029730	10090.ENSMUSP00000099407	0	0	0	0	0.065	0.364	0	0.153	0.453
Chd1l	Ercc6l2	10090.ENSMUSP00000029730	10090.ENSMUSP00000069488	0	0	0.193	0.691	0.150	0.262	0	0.068	0.465
Chd1l	Ssrp1	10090.ENSMUSP00000029730	10090.ENSMUSP00000076971	0	0	0	0	0.096	0.238	0	0.286	0.466
Chd1l	Mysm1	10090.ENSMUSP00000029730	10090.ENSMUSP00000075269	0	0	0	0	0.065	0.443	0	0.094	0.487
Chd1l	Supt16	10090.ENSMUSP00000029730	10090.ENSMUSP00000042283	0	0	0	0	0.156	0.303	0	0.206	0.492
Chd1l	Rbbp7	10090.ENSMUSP00000029730	10090.ENSMUSP00000033720	0	0	0	0	0.098	0.414	0	0.185	0.532
Chd1l	Rbbp4	10090.ENSMUSP00000029730	10090.ENSMUSP00000099658	0	0	0	0	0.083	0.414	0	0.210	0.538
Chd1l	Pole3	10090.ENSMUSP00000029730	10090.ENSMUSP00000030091	0	0	0	0	0.054	0.632	0	0.239	0.712
Chd2	Supt16	10090.ENSMUSP00000126352	10090.ENSMUSP00000042283	0	0	0	0	0.063	0.421	0	0.235	0.549
Chd2	Smarca5	10090.ENSMUSP00000126352	10090.ENSMUSP00000044361	0	0	0.154	0.759	0.057	0.290	0	0.095	0.419
Chd2	Chd4	10090.ENSMUSP00000126352	10090.ENSMUSP00000060054	0	0	0.172	0.690	0.125	0.059	0	0.228	0.404
Chd2	Mysm1	10090.ENSMUSP00000126352	10090.ENSMUSP00000075269	0	0	0	0	0.171	0.286	0	0.082	0.409
Chd2	Ssrp1	10090.ENSMUSP00000126352	10090.ENSMUSP00000076971	0	0	0	0	0.055	0.415	0	0.177	0.505
Chd2	Rsf1	10090.ENSMUSP00000126352	10090.ENSMUSP00000102771	0	0	0	0	0.340	0.089	0	0.309	0.548
Chd2	Chd3	10090.ENSMUSP00000126352	10090.ENSMUSP00000104301	0	0	0.171	0.688	0.111	0.059	0	0.241	0.404
Chd2	Setd2	10090.ENSMUSP00000126352	10090.ENSMUSP00000116313	0	0	0	0	0.149	0.216	0	0.305	0.496
Chd3	Sox9	10090.ENSMUSP00000104301	10090.ENSMUSP00000000579	0	0	0	0	0.062	0	0	0.564	0.573
Chd3	Smarcb1	10090.ENSMUSP00000104301	10090.ENSMUSP00000000925	0	0	0	0	0	0.093	0	0.386	0.419
Chd3	Hdac2	10090.ENSMUSP00000104301	10090.ENSMUSP00000019911	0	0	0	0	0.060	0.661	0.720	0.993	0.999
Chd3	Hmg20b	10090.ENSMUSP00000104301	10090.ENSMUSP00000020454	0	0	0	0	0.048	0.121	0.500	0.156	0.599
Chd3	Smarcd1	10090.ENSMUSP00000104301	10090.ENSMUSP00000023759	0	0	0	0	0.061	0.114	0	0.611	0.648
Chd3	Smarca2	10090.ENSMUSP00000104301	10090.ENSMUSP00000025862	0	0	0.172	0.644	0.086	0.234	0	0.187	0.466
Chd3	Chd5	10090.ENSMUSP00000104301	10090.ENSMUSP00000030775	0	0	0.055	0.971	0.079	0.124	0.900	0.053	0.914
Chd3	Ruvbl1	10090.ENSMUSP00000104301	10090.ENSMUSP00000032165	0	0	0	0	0	0.313	0	0.262	0.471
Chd3	Rbbp7	10090.ENSMUSP00000104301	10090.ENSMUSP00000033720	0	0	0	0	0.091	0.463	0.900	0.993	0.999
Chd3	Kat6a	10090.ENSMUSP00000104301	10090.ENSMUSP00000038181	0	0	0	0.546	0.071	0.174	0.400	0.161	0.562
Chd3	Supt16	10090.ENSMUSP00000104301	10090.ENSMUSP00000042283	0	0	0	0	0.104	0.263	0	0.412	0.578
Chd3	Chd6	10090.ENSMUSP00000104301	10090.ENSMUSP00000042291	0	0	0.196	0.645	0.098	0.092	0	0.575	0.683
Chd3	Smarca5	10090.ENSMUSP00000104301	10090.ENSMUSP00000044361	0	0	0.161	0.746	0.056	0.180	0	0.533	0.656
Chd3	Zbtb7a	10090.ENSMUSP00000104301	10090.ENSMUSP00000047333	0	0	0	0	0.064	0.168	0.720	0.153	0.790
Chd3	Chd4	10090.ENSMUSP00000104301	10090.ENSMUSP00000060054	0	0	0.055	0.971	0.127	0.537	0.900	0.981	0.999
Chd3	Kdm6a	10090.ENSMUSP00000104301	10090.ENSMUSP00000061539	0	0	0	0	0.052	0.171	0	0.472	0.549
Chd3	Ercc6	10090.ENSMUSP00000104301	10090.ENSMUSP00000066256	0	0	0.228	0.593	0.053	0	0.500	0.129	0.639
Chd3	Mta3	10090.ENSMUSP00000104301	10090.ENSMUSP00000068931	0	0	0	0	0.069	0.479	0.720	0.561	0.932
Chd3	Gatad2a	10090.ENSMUSP00000104301	10090.ENSMUSP00000070229	0	0	0	0	0.090	0.673	0.720	0.986	0.998
Chd3	Mbd2	10090.ENSMUSP00000104301	10090.ENSMUSP00000073701	0	0	0	0	0.044	0.295	0.540	0.603	0.860
Chd3	Ssrp1	10090.ENSMUSP00000104301	10090.ENSMUSP00000076971	0	0	0	0	0.051	0.238	0	0.282	0.435
Chd3	H3c8	10090.ENSMUSP00000104301	10090.ENSMUSP00000079670	0	0	0	0	0	0.188	0	0.658	0.711
Chd3	Ezh2	10090.ENSMUSP00000104301	10090.ENSMUSP00000080419	0	0	0	0	0.054	0.196	0	0.627	0.691
Chd3	H4c11	10090.ENSMUSP00000104301	10090.ENSMUSP00000085006	0	0	0	0	0	0.184	0	0.296	0.401
Chd3	Smarcc1	10090.ENSMUSP00000104301	10090.ENSMUSP00000086094	0	0	0	0	0.079	0.200	0	0.615	0.691
Chd3	Pax6	10090.ENSMUSP00000104301	10090.ENSMUSP00000087870	0	0	0	0	0.069	0.062	0	0.378	0.409
Chd3	Mbd3	10090.ENSMUSP00000104301	10090.ENSMUSP00000089948	0	0	0	0	0.043	0.295	0.720	0.593	0.912
Chd3	Kdm6b	10090.ENSMUSP00000104301	10090.ENSMUSP00000091620	0	0	0	0	0.056	0.171	0	0.365	0.460
Chd3	Mta2	10090.ENSMUSP00000104301	10090.ENSMUSP00000093959	0	0	0	0	0.070	0.611	0.900	0.644	0.985
Chd3	Smarca4	10090.ENSMUSP00000104301	10090.ENSMUSP00000096547	0	0	0.177	0.638	0.073	0.234	0	0.512	0.677
Chd3	Ttf1	10090.ENSMUSP00000104301	10090.ENSMUSP00000097809	0	0	0	0	0	0.049	0.500	0.178	0.575
Chd3	Smarce1	10090.ENSMUSP00000104301	10090.ENSMUSP00000099422	0	0	0	0	0.046	0.117	0	0.559	0.596
Chd3	Hdac1	10090.ENSMUSP00000104301	10090.ENSMUSP00000099657	0	0	0	0	0.060	0.706	0.900	0.993	0.999
Chd3	Rbbp4	10090.ENSMUSP00000104301	10090.ENSMUSP00000099658	0	0	0	0	0.091	0.463	0.900	0.994	0.999
Chd3	Dmap1	10090.ENSMUSP00000104301	10090.ENSMUSP00000099748	0	0	0	0	0	0.282	0	0.199	0.400
