#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
2610528A11Rik	Gpr15	10090.ENSMUSP00000136426	10090.ENSMUSP00000086731	0	0	0	0	0	0	0	0.792	0.792
Ccl1	Ccr3	10090.ENSMUSP00000103824	10090.ENSMUSP00000039107	0	0	0	0	0.054	0	0.650	0.776	0.919
Ccl1	Ccl5	10090.ENSMUSP00000103824	10090.ENSMUSP00000039600	0	0	0	0	0.060	0	0.500	0.812	0.904
Ccl1	Cxcl10	10090.ENSMUSP00000103824	10090.ENSMUSP00000047646	0	0	0	0	0.047	0.548	0.500	0.686	0.923
Ccl1	Cxcr3	10090.ENSMUSP00000103824	10090.ENSMUSP00000052444	0	0	0	0	0.071	0	0.650	0.654	0.877
Ccl1	Cxcr4	10090.ENSMUSP00000103824	10090.ENSMUSP00000053489	0	0	0	0	0	0	0.650	0.434	0.793
Ccl1	Cxcr6	10090.ENSMUSP00000103824	10090.ENSMUSP00000060776	0	0	0	0	0.115	0	0.650	0.626	0.874
Ccl1	Ccr10	10090.ENSMUSP00000103824	10090.ENSMUSP00000062588	0	0	0	0	0.127	0	0.650	0.762	0.921
Ccl1	Ccr4	10090.ENSMUSP00000103824	10090.ENSMUSP00000062677	0	0	0	0	0.079	0.078	0.650	0.141	0.710
Ccl1	Ifng	10090.ENSMUSP00000103824	10090.ENSMUSP00000063800	0	0	0	0	0.137	0	0	0.606	0.645
Ccl1	Itgam	10090.ENSMUSP00000103824	10090.ENSMUSP00000068468	0	0	0	0	0.051	0	0	0.410	0.416
Ccl1	Ccr1l1	10090.ENSMUSP00000103824	10090.ENSMUSP00000071353	0	0	0	0	0.060	0.086	0.650	0.141	0.707
Ccl1	Cxcl12	10090.ENSMUSP00000103824	10090.ENSMUSP00000072800	0	0	0	0	0	0	0.500	0.608	0.796
Ccl1	Cxcl2	10090.ENSMUSP00000103824	10090.ENSMUSP00000074885	0	0	0	0	0	0	0.500	0.470	0.723
Ccl1	Ccl26	10090.ENSMUSP00000103824	10090.ENSMUSP00000091779	0	0	0	0	0.103	0	0	0.583	0.610
Ccl1	Ccl21a	10090.ENSMUSP00000103824	10090.ENSMUSP00000092732	0	0	0	0	0.048	0	0.500	0.291	0.633
Ccl1	Ccr6	10090.ENSMUSP00000103824	10090.ENSMUSP00000095029	0	0	0	0	0.047	0	0.650	0.903	0.964
Ccl1	Gm13304	10090.ENSMUSP00000103824	10090.ENSMUSP00000095727	0	0	0	0	0.048	0	0.500	0.333	0.654
Ccl1	Ccl28	10090.ENSMUSP00000103824	10090.ENSMUSP00000096847	0	0	0	0	0	0	0.500	0.497	0.738
Ccl1	Ccr7	10090.ENSMUSP00000103824	10090.ENSMUSP00000099423	0	0	0	0	0	0	0.650	0.683	0.884
Ccl1	Ccl19	10090.ENSMUSP00000103824	10090.ENSMUSP00000100022	0	0	0	0	0.048	0	0.500	0.603	0.794
Ccl1	Cxcr2	10090.ENSMUSP00000103824	10090.ENSMUSP00000102512	0	0	0	0	0.041	0	0.650	0.706	0.892
Ccl1	Ccl27	10090.ENSMUSP00000103824	10090.ENSMUSP00000103621	0	0	0	0	0	0	0	0.631	0.631
Ccl1	Gm13306	10090.ENSMUSP00000103824	10090.ENSMUSP00000103653	0	0	0	0	0	0	0	0.631	0.631
Ccl1	Ccl27a	10090.ENSMUSP00000103824	10090.ENSMUSP00000103671	0	0	0	0	0	0	0	0.662	0.662
Ccl1	Ccrl2	10090.ENSMUSP00000103824	10090.ENSMUSP00000107519	0	0	0	0	0	0	0	0.449	0.449
Ccl1	Ccl19-2	10090.ENSMUSP00000103824	10090.ENSMUSP00000137353	0	0	0	0	0.048	0	0	0.578	0.581
Ccl1	Ccl27-2	10090.ENSMUSP00000103824	10090.ENSMUSP00000137101	0	0	0	0	0	0	0	0.631	0.631
Ccl1	Ccl19-3	10090.ENSMUSP00000103824	10090.ENSMUSP00000137582	0	0	0	0	0.048	0	0	0.734	0.736
Ccl1	Cxcr5	10090.ENSMUSP00000103824	10090.ENSMUSP00000149508	0	0	0	0	0.044	0	0.650	0.375	0.772
Ccl1	Cxcr1	10090.ENSMUSP00000103824	10090.ENSMUSP00000139555	0	0	0	0	0.044	0	0.650	0.473	0.808
Ccl1	Ccl27b	10090.ENSMUSP00000103824	10090.ENSMUSP00000137284	0	0	0	0	0	0	0.500	0.661	0.823
Ccl1	Ccl20	10090.ENSMUSP00000103824	10090.ENSMUSP00000109064	0	0	0	0	0.079	0	0.500	0.653	0.826
Ccl1	Cx3cr1	10090.ENSMUSP00000103824	10090.ENSMUSP00000150463	0	0	0	0	0	0	0.650	0.527	0.827
Ccl1	Xcr1	10090.ENSMUSP00000103824	10090.ENSMUSP00000138255	0	0	0	0	0.050	0	0.650	0.597	0.854
Ccl1	Ccr9	10090.ENSMUSP00000103824	10090.ENSMUSP00000127024	0	0	0	0	0	0	0.650	0.672	0.880
Ccl1	Ccr2	10090.ENSMUSP00000103824	10090.ENSMUSP00000132453	0	0	0	0	0.043	0	0.650	0.808	0.930
Ccl1	Cxcl9	10090.ENSMUSP00000103824	10090.ENSMUSP00000108716	0	0	0	0	0.071	0.548	0.500	0.762	0.943
Ccl1	Ccr5	10090.ENSMUSP00000103824	10090.ENSMUSP00000107069	0	0	0	0	0.059	0	0.650	0.911	0.968
Ccl11	Ccl2	10090.ENSMUSP00000000342	10090.ENSMUSP00000000193	0	0	0.053	0.925	0.275	0.649	0	0.650	0.904
Ccl11	Ccl19-2	10090.ENSMUSP00000000342	10090.ENSMUSP00000137353	0	0	0	0.777	0.056	0	0	0.397	0.407
Ccl11	Gata3	10090.ENSMUSP00000000342	10090.ENSMUSP00000100041	0	0	0	0	0	0.054	0	0.402	0.410
Ccl11	Kitl	10090.ENSMUSP00000000342	10090.ENSMUSP00000100920	0	0	0	0	0.045	0	0	0.410	0.412
Ccl11	Tlr2	10090.ENSMUSP00000000342	10090.ENSMUSP00000029623	0	0	0	0	0.050	0	0	0.431	0.436
Ccl11	Dpp4	10090.ENSMUSP00000000342	10090.ENSMUSP00000044050	0	0	0	0	0	0.230	0	0.301	0.439
Ccl11	Sele	10090.ENSMUSP00000000342	10090.ENSMUSP00000027874	0	0	0	0	0.104	0	0	0.401	0.441
Ccl11	Ccl21a-2	10090.ENSMUSP00000000342	10090.ENSMUSP00000136780	0	0	0	0	0.055	0	0	0.442	0.450
Ccl11	Fcgr3	10090.ENSMUSP00000000342	10090.ENSMUSP00000131938	0	0	0	0	0.097	0	0	0.432	0.465
Ccl11	Mmp9	10090.ENSMUSP00000000342	10090.ENSMUSP00000017881	0	0	0	0	0.061	0	0	0.454	0.465
Ccl11	Ptprc	10090.ENSMUSP00000000342	10090.ENSMUSP00000138350	0	0	0	0	0.065	0	0	0.457	0.471
Ccl11	Itgam	10090.ENSMUSP00000000342	10090.ENSMUSP00000068468	0	0	0	0	0.055	0	0	0.492	0.499
Ccl11	Epx	10090.ENSMUSP00000000342	10090.ENSMUSP00000050497	0	0	0	0	0	0	0	0.514	0.514
Ccl11	Edn1	10090.ENSMUSP00000000342	10090.ENSMUSP00000021796	0	0	0	0	0.069	0	0	0.500	0.515
Ccl11	Il16	10090.ENSMUSP00000000342	10090.ENSMUSP00000001792	0	0	0	0	0.065	0	0	0.514	0.526
Ccl11	Icam1	10090.ENSMUSP00000000342	10090.ENSMUSP00000083587	0	0	0	0	0.087	0	0	0.530	0.552
Ccl11	Vcam1	10090.ENSMUSP00000000342	10090.ENSMUSP00000029574	0	0	0	0	0.044	0.097	0	0.536	0.564
Ccl11	Ccl3	10090.ENSMUSP00000000342	10090.ENSMUSP00000001008	0	0	0	0.820	0.093	0	0	0.552	0.576
Ccl11	Ccl21b-2	10090.ENSMUSP00000000342	10090.ENSMUSP00000137149	0	0	0	0	0.055	0	0	0.588	0.594
Ccl11	Tgfb1	10090.ENSMUSP00000000342	10090.ENSMUSP00000002678	0	0	0	0	0.063	0	0	0.605	0.614
Ccl11	Csf1	10090.ENSMUSP00000000342	10090.ENSMUSP00000014743	0	0	0	0	0.082	0	0	0.613	0.629
Ccl11	Vegfa	10090.ENSMUSP00000000342	10090.ENSMUSP00000115883	0	0	0	0	0.042	0	0	0.648	0.648
Ccl11	Cxcl3	10090.ENSMUSP00000000342	10090.ENSMUSP00000031326	0	0	0	0	0.078	0	0.500	0.317	0.658
Ccl11	Sdc1	10090.ENSMUSP00000000342	10090.ENSMUSP00000020911	0	0	0	0	0	0.053	0	0.679	0.683
Ccl11	Hand2	10090.ENSMUSP00000000342	10090.ENSMUSP00000044983	0	0	0	0	0	0	0	0.687	0.687
Ccl11	Lep	10090.ENSMUSP00000000342	10090.ENSMUSP00000067046	0	0	0	0	0.129	0	0	0.658	0.690
Ccl11	Ccl19	10090.ENSMUSP00000000342	10090.ENSMUSP00000100022	0	0	0	0.777	0.083	0	0.500	0.398	0.700
Ccl11	Ccr4	10090.ENSMUSP00000000342	10090.ENSMUSP00000062677	0	0	0	0	0.069	0.068	0.650	0.131	0.701
Ccl11	Cxcl17	10090.ENSMUSP00000000342	10090.ENSMUSP00000144096	0	0	0	0	0.047	0.649	0	0.204	0.710
Ccl11	Ccr1l1	10090.ENSMUSP00000000342	10090.ENSMUSP00000071353	0	0	0	0	0.087	0.076	0.650	0.134	0.710
Ccl11	Ccl27	10090.ENSMUSP00000000342	10090.ENSMUSP00000103621	0	0	0	0	0	0.414	0	0.542	0.720
Ccl11	Ccl27-2	10090.ENSMUSP00000000342	10090.ENSMUSP00000137101	0	0	0	0	0	0.414	0	0.542	0.720
Ccl11	Gm13306	10090.ENSMUSP00000000342	10090.ENSMUSP00000103653	0	0	0	0	0	0.414	0	0.542	0.720
Ccl11	Cxcl15	10090.ENSMUSP00000000342	10090.ENSMUSP00000031322	0	0	0	0	0.051	0.134	0	0.690	0.723
Ccl11	Cxcl16	10090.ENSMUSP00000000342	10090.ENSMUSP00000019064	0	0	0	0	0.049	0	0.500	0.473	0.727
Ccl11	Cxcr6	10090.ENSMUSP00000000342	10090.ENSMUSP00000060776	0	0	0	0	0.050	0	0.650	0.273	0.737
Ccl11	Cxcr5	10090.ENSMUSP00000000342	10090.ENSMUSP00000149508	0	0	0	0	0.042	0	0.650	0.297	0.743
Ccl11	Ccl9	10090.ENSMUSP00000000342	10090.ENSMUSP00000019266	0	0	0	0	0.137	0.138	0	0.688	0.747
Ccl11	Ccr10	10090.ENSMUSP00000000342	10090.ENSMUSP00000062588	0	0	0	0	0.048	0	0.650	0.304	0.748
Ccl11	Xcr1	10090.ENSMUSP00000000342	10090.ENSMUSP00000138255	0	0	0	0	0	0	0.650	0.361	0.766
Ccl11	Ccr6	10090.ENSMUSP00000000342	10090.ENSMUSP00000095029	0	0	0	0	0	0	0.650	0.377	0.772
Ccl11	Ccl27a	10090.ENSMUSP00000000342	10090.ENSMUSP00000103671	0	0	0	0	0	0.414	0	0.631	0.774
Ccl11	Xcl1	10090.ENSMUSP00000000342	10090.ENSMUSP00000027860	0	0	0	0	0.072	0.548	0	0.521	0.781
Ccl11	Ccl4	10090.ENSMUSP00000000342	10090.ENSMUSP00000019074	0	0	0.089	0.828	0.079	0	0.500	0.560	0.790
Ccl11	Cx3cr1	10090.ENSMUSP00000000342	10090.ENSMUSP00000150463	0	0	0	0	0.051	0.066	0.650	0.407	0.791
Ccl11	Ccr7	10090.ENSMUSP00000000342	10090.ENSMUSP00000099423	0	0	0	0	0.073	0	0.650	0.411	0.792
Ccl11	Il17a	10090.ENSMUSP00000000342	10090.ENSMUSP00000027061	0	0	0	0	0	0	0	0.796	0.796
Ccl11	Tnf	10090.ENSMUSP00000000342	10090.ENSMUSP00000025263	0	0	0	0	0.092	0	0	0.787	0.799
Ccl11	Cxcr1	10090.ENSMUSP00000000342	10090.ENSMUSP00000139555	0	0	0	0	0.062	0	0.650	0.445	0.802
Ccl11	Ccl21a	10090.ENSMUSP00000000342	10090.ENSMUSP00000092732	0	0	0	0	0.113	0	0.500	0.590	0.802
Ccl11	Il12b	10090.ENSMUSP00000000342	10090.ENSMUSP00000125867	0	0	0	0	0.073	0	0	0.800	0.806
Ccl11	Gm13304	10090.ENSMUSP00000000342	10090.ENSMUSP00000095727	0	0	0	0	0.055	0	0.500	0.639	0.814
Ccl11	Ccr9	10090.ENSMUSP00000000342	10090.ENSMUSP00000127024	0	0	0	0	0	0	0.650	0.522	0.825
Ccl11	Cxcl14	10090.ENSMUSP00000000342	10090.ENSMUSP00000021970	0	0	0	0	0.061	0.649	0	0.574	0.847
Ccl11	Ccl25	10090.ENSMUSP00000000342	10090.ENSMUSP00000024004	0	0	0	0	0	0.200	0.500	0.649	0.847
Ccl11	Ccl17	10090.ENSMUSP00000000342	10090.ENSMUSP00000034232	0	0	0	0	0.078	0	0	0.843	0.849
Ccl11	Cxcl2	10090.ENSMUSP00000000342	10090.ENSMUSP00000074885	0	0	0	0	0.093	0	0.500	0.699	0.851
Ccl11	Ccl22	10090.ENSMUSP00000000342	10090.ENSMUSP00000034231	0	0	0.222	0	0.100	0	0	0.825	0.866
Ccl11	Cxcr4	10090.ENSMUSP00000000342	10090.ENSMUSP00000053489	0	0	0	0	0.062	0	0.650	0.635	0.869
Ccl11	Ccl20	10090.ENSMUSP00000000342	10090.ENSMUSP00000109064	0	0	0	0	0.069	0.068	0.500	0.749	0.876
Ccl11	Ppbp	10090.ENSMUSP00000000342	10090.ENSMUSP00000031319	0	0	0	0	0.066	0.649	0.500	0.364	0.881
Ccl11	Cxcl13	10090.ENSMUSP00000000342	10090.ENSMUSP00000023840	0	0	0	0	0.122	0.200	0.500	0.744	0.898
Ccl11	Fgf2	10090.ENSMUSP00000000342	10090.ENSMUSP00000143094	0	0	0	0	0.084	0	0	0.902	0.906
Ccl11	Cxcr2	10090.ENSMUSP00000000342	10090.ENSMUSP00000102512	0	0	0	0	0.063	0	0.650	0.743	0.908
Ccl11	Pf4	10090.ENSMUSP00000000342	10090.ENSMUSP00000031320	0	0	0	0	0.057	0.548	0.500	0.652	0.916
Ccl11	Ccl7	10090.ENSMUSP00000000342	10090.ENSMUSP00000021011	0	0	0	0.918	0.114	0	0.900	0.388	0.941
Ccl11	Ccl24	10090.ENSMUSP00000000342	10090.ENSMUSP00000004936	0	0	0	0.815	0.133	0	0.900	0.459	0.948
Ccl11	Ccr8	10090.ENSMUSP00000000342	10090.ENSMUSP00000038473	0	0	0	0	0.083	0.550	0.650	0.714	0.953
Ccl11	Cxcl12	10090.ENSMUSP00000000342	10090.ENSMUSP00000072800	0	0	0	0	0.103	0.649	0.500	0.748	0.955
Ccl11	Il1b	10090.ENSMUSP00000000342	10090.ENSMUSP00000028881	0	0	0	0	0.101	0	0	0.956	0.958
Ccl11	Ccl6	10090.ENSMUSP00000000342	10090.ENSMUSP00000019071	0	0	0	0	0.111	0.138	0.900	0.596	0.964
Ccl11	Cxcr3	10090.ENSMUSP00000000342	10090.ENSMUSP00000052444	0	0	0	0	0.041	0	0.650	0.902	0.964
Ccl11	Cxcl1	10090.ENSMUSP00000000342	10090.ENSMUSP00000031327	0	0	0	0	0.080	0.470	0.500	0.874	0.965
Ccl11	Cx3cl1	10090.ENSMUSP00000000342	10090.ENSMUSP00000034230	0	0	0	0.785	0.053	0.068	0.500	0.930	0.965
Ccl11	Cxcl5	10090.ENSMUSP00000000342	10090.ENSMUSP00000031318	0	0	0	0	0.126	0.649	0.500	0.821	0.969
Ccl11	Ccl5	10090.ENSMUSP00000000342	10090.ENSMUSP00000039600	0	0	0.065	0.851	0.088	0.649	0.900	0.187	0.971
Ccl11	Ccl28	10090.ENSMUSP00000000342	10090.ENSMUSP00000096847	0	0	0	0	0	0.649	0.900	0.278	0.972
Ccl11	Cxcl9	10090.ENSMUSP00000000342	10090.ENSMUSP00000108716	0	0	0	0	0.256	0.649	0.500	0.834	0.975
Ccl11	Ifng	10090.ENSMUSP00000000342	10090.ENSMUSP00000063800	0	0	0	0	0.200	0	0	0.972	0.976
Ccl11	Ccl27b	10090.ENSMUSP00000000342	10090.ENSMUSP00000137284	0	0	0	0	0	0.414	0.900	0.662	0.978
Ccl11	Cxcl10	10090.ENSMUSP00000000342	10090.ENSMUSP00000047646	0	0	0	0	0.227	0.649	0.500	0.893	0.983
Ccl11	Ccr1	10090.ENSMUSP00000000342	10090.ENSMUSP00000026911	0	0	0	0	0.111	0.076	0.650	0.964	0.988
Ccl11	Ccl26	10090.ENSMUSP00000000342	10090.ENSMUSP00000091779	0	0	0	0	0	0.649	0.900	0.810	0.992
Ccl11	Ccr5	10090.ENSMUSP00000000342	10090.ENSMUSP00000107069	0	0	0	0	0.093	0.070	0.650	0.993	0.997
Ccl11	Ccr2	10090.ENSMUSP00000000342	10090.ENSMUSP00000132453	0	0	0	0	0.094	0.070	0.650	0.992	0.997
Ccl11	Ccr3	10090.ENSMUSP00000000342	10090.ENSMUSP00000039107	0	0	0	0	0.054	0.068	0.900	0.996	0.999
Ccl12	Ccl2	10090.ENSMUSP00000000194	10090.ENSMUSP00000000193	0	0	0	0.916	0.473	0.649	0.900	0.175	0.982
Ccl12	Il12b	10090.ENSMUSP00000000194	10090.ENSMUSP00000125867	0	0	0	0	0.153	0	0	0.330	0.408
Ccl12	Il17a	10090.ENSMUSP00000000194	10090.ENSMUSP00000027061	0	0	0	0	0.045	0	0	0.419	0.421
Ccl12	Fgf8	10090.ENSMUSP00000000194	10090.ENSMUSP00000026241	0	0	0	0	0	0	0	0.425	0.424
Ccl12	Ccl3	10090.ENSMUSP00000000194	10090.ENSMUSP00000001008	0	0	0	0.826	0.289	0	0	0.235	0.432
Ccl12	Tlr2	10090.ENSMUSP00000000194	10090.ENSMUSP00000029623	0	0	0	0	0.171	0	0	0.355	0.442
Ccl12	Ptprc	10090.ENSMUSP00000000194	10090.ENSMUSP00000138350	0	0	0	0	0.119	0	0	0.403	0.452
Ccl12	Il16	10090.ENSMUSP00000000194	10090.ENSMUSP00000001792	0	0	0	0	0.065	0	0	0.440	0.454
Ccl12	Icam1	10090.ENSMUSP00000000194	10090.ENSMUSP00000083587	0	0	0	0	0.162	0	0	0.392	0.469
Ccl12	Ccl4	10090.ENSMUSP00000000194	10090.ENSMUSP00000019074	0	0	0	0.819	0.282	0	0	0.304	0.479
Ccl12	Cxcl15	10090.ENSMUSP00000000194	10090.ENSMUSP00000031322	0	0	0	0	0	0.134	0	0.452	0.505
Ccl12	Csf1	10090.ENSMUSP00000000194	10090.ENSMUSP00000014743	0	0	0	0	0.085	0	0	0.483	0.507
Ccl12	Ccl20	10090.ENSMUSP00000000194	10090.ENSMUSP00000109064	0	0	0	0	0.055	0.068	0	0.490	0.512
Ccl12	Cxcl3	10090.ENSMUSP00000000194	10090.ENSMUSP00000031326	0	0	0	0	0.117	0	0	0.472	0.514
Ccl12	Itgam	10090.ENSMUSP00000000194	10090.ENSMUSP00000068468	0	0	0	0	0.112	0	0	0.485	0.523
Ccl12	Ccl25	10090.ENSMUSP00000000194	10090.ENSMUSP00000024004	0	0	0	0	0	0.200	0	0.443	0.535
Ccl12	Hmgb1	10090.ENSMUSP00000000194	10090.ENSMUSP00000082682	0	0	0	0	0	0	0	0.538	0.538
Ccl12	Cx3cl1	10090.ENSMUSP00000000194	10090.ENSMUSP00000034230	0	0	0	0	0.055	0.068	0	0.537	0.557
Ccl12	Ch25h	10090.ENSMUSP00000000194	10090.ENSMUSP00000049683	0	0	0	0	0.495	0	0	0.171	0.563
Ccl12	Cxcl16	10090.ENSMUSP00000000194	10090.ENSMUSP00000019064	0	0	0	0	0.171	0	0	0.511	0.577
Ccl12	Ccl19-2	10090.ENSMUSP00000000194	10090.ENSMUSP00000137353	0	0	0	0	0.056	0	0	0.580	0.586
Ccl12	Ccl19-3	10090.ENSMUSP00000000194	10090.ENSMUSP00000137582	0	0	0	0	0.056	0	0	0.580	0.587
Ccl12	Ccl19	10090.ENSMUSP00000000194	10090.ENSMUSP00000100022	0	0	0	0	0.082	0	0	0.580	0.598
Ccl12	Ccl22	10090.ENSMUSP00000000194	10090.ENSMUSP00000034231	0	0	0	0	0.101	0	0	0.587	0.613
Ccl12	Ccl27-2	10090.ENSMUSP00000000194	10090.ENSMUSP00000137101	0	0	0	0	0	0.414	0	0.400	0.633
Ccl12	Gm13306	10090.ENSMUSP00000000194	10090.ENSMUSP00000103653	0	0	0	0	0	0.414	0	0.400	0.633
Ccl12	Ccl27	10090.ENSMUSP00000000194	10090.ENSMUSP00000103621	0	0	0	0	0	0.414	0	0.400	0.633
Ccl12	Ccl27a	10090.ENSMUSP00000000194	10090.ENSMUSP00000103671	0	0	0	0	0	0.414	0	0.431	0.652
Ccl12	Cxcl2	10090.ENSMUSP00000000194	10090.ENSMUSP00000074885	0	0	0	0	0.154	0	0	0.610	0.657
Ccl12	Il1b	10090.ENSMUSP00000000194	10090.ENSMUSP00000028881	0	0	0	0	0.185	0	0	0.604	0.663
Ccl12	Tnf	10090.ENSMUSP00000000194	10090.ENSMUSP00000025263	0	0	0	0	0.204	0	0	0.609	0.676
Ccl12	Cxcl13	10090.ENSMUSP00000000194	10090.ENSMUSP00000023840	0	0	0	0	0.174	0.200	0	0.577	0.696
Ccl12	Ccr4	10090.ENSMUSP00000000194	10090.ENSMUSP00000062677	0	0	0	0	0.069	0.068	0.650	0.140	0.703
Ccl12	Ccl28	10090.ENSMUSP00000000194	10090.ENSMUSP00000096847	0	0	0	0	0	0.649	0	0.199	0.707
Ccl12	Ccl26	10090.ENSMUSP00000000194	10090.ENSMUSP00000091779	0	0	0	0	0	0.649	0	0.207	0.709
Ccl12	Ifng	10090.ENSMUSP00000000194	10090.ENSMUSP00000063800	0	0	0	0	0.199	0	0	0.658	0.714
Ccl12	Cxcl17	10090.ENSMUSP00000000194	10090.ENSMUSP00000144096	0	0	0	0	0	0.649	0	0.230	0.718
Ccl12	Ccr1l1	10090.ENSMUSP00000000194	10090.ENSMUSP00000071353	0	0	0	0	0.087	0.076	0.650	0.161	0.719
Ccl12	Ccr9	10090.ENSMUSP00000000194	10090.ENSMUSP00000127024	0	0	0	0	0.041	0	0.650	0.242	0.723
Ccl12	Cxcr5	10090.ENSMUSP00000000194	10090.ENSMUSP00000149508	0	0	0	0	0	0	0.650	0.246	0.724
Ccl12	Ccr10	10090.ENSMUSP00000000194	10090.ENSMUSP00000062588	0	0	0	0	0.048	0	0.650	0.249	0.728
Ccl12	Ccl5	10090.ENSMUSP00000000194	10090.ENSMUSP00000039600	0	0	0	0.788	0.120	0.649	0	0.199	0.731
Ccl12	Cxcr6	10090.ENSMUSP00000000194	10090.ENSMUSP00000060776	0	0	0	0	0.051	0	0.650	0.272	0.737
Ccl12	Ppbp	10090.ENSMUSP00000000194	10090.ENSMUSP00000031319	0	0	0	0	0.066	0.649	0	0.290	0.746
Ccl12	Cxcl14	10090.ENSMUSP00000000194	10090.ENSMUSP00000021970	0	0	0	0	0.060	0.649	0	0.300	0.749
Ccl12	Cxcr1	10090.ENSMUSP00000000194	10090.ENSMUSP00000139555	0	0	0	0	0.062	0	0.650	0.297	0.749
Ccl12	Xcr1	10090.ENSMUSP00000000194	10090.ENSMUSP00000138255	0	0	0	0	0	0	0.650	0.312	0.749
Ccl12	Pf4	10090.ENSMUSP00000000194	10090.ENSMUSP00000031320	0	0	0	0	0.102	0.548	0	0.453	0.758
Ccl12	Xcl1	10090.ENSMUSP00000000194	10090.ENSMUSP00000027860	0	0	0	0	0.094	0.548	0	0.487	0.771
Ccl12	Cxcr2	10090.ENSMUSP00000000194	10090.ENSMUSP00000102512	0	0	0	0	0.058	0	0.650	0.444	0.800
Ccl12	Cx3cr1	10090.ENSMUSP00000000194	10090.ENSMUSP00000150463	0	0	0	0	0.070	0.066	0.650	0.474	0.818
Ccl12	Ccl9	10090.ENSMUSP00000000194	10090.ENSMUSP00000019266	0	0	0	0	0.141	0.138	0	0.780	0.823
Ccl12	Ccr6	10090.ENSMUSP00000000194	10090.ENSMUSP00000095029	0	0	0	0	0	0	0.650	0.534	0.830
Ccl12	Cxcl1	10090.ENSMUSP00000000194	10090.ENSMUSP00000031327	0	0	0	0	0.118	0.470	0	0.672	0.833
Ccl12	Cxcl12	10090.ENSMUSP00000000194	10090.ENSMUSP00000072800	0	0	0	0	0.076	0.649	0	0.562	0.845
Ccl12	Cxcl5	10090.ENSMUSP00000000194	10090.ENSMUSP00000031318	0	0	0	0	0.154	0.649	0	0.550	0.854
Ccl12	Ccr7	10090.ENSMUSP00000000194	10090.ENSMUSP00000099423	0	0	0	0	0.071	0	0.650	0.613	0.863
Ccl12	Cxcr3	10090.ENSMUSP00000000194	10090.ENSMUSP00000052444	0	0	0	0	0	0	0.650	0.629	0.864
Ccl12	Ccr3	10090.ENSMUSP00000000194	10090.ENSMUSP00000039107	0	0	0	0	0.054	0.068	0.650	0.709	0.898
Ccl12	Cxcr4	10090.ENSMUSP00000000194	10090.ENSMUSP00000053489	0	0	0	0	0.062	0	0.650	0.734	0.905
Ccl12	Cxcl9	10090.ENSMUSP00000000194	10090.ENSMUSP00000108716	0	0	0	0	0.338	0.649	0	0.665	0.915
Ccl12	Ccr8	10090.ENSMUSP00000000194	10090.ENSMUSP00000038473	0	0	0	0	0.076	0.550	0.650	0.640	0.940
Ccl12	Ccl8	10090.ENSMUSP00000000194	10090.ENSMUSP00000009329	0	0	0	0.929	0.437	0	0.900	0.088	0.944
Ccl12	Cxcl10	10090.ENSMUSP00000000194	10090.ENSMUSP00000047646	0	0	0	0	0.573	0.649	0	0.710	0.952
Ccl12	Ccr1	10090.ENSMUSP00000000194	10090.ENSMUSP00000026911	0	0	0	0	0.164	0.076	0.650	0.849	0.953
Ccl12	Ccl7	10090.ENSMUSP00000000194	10090.ENSMUSP00000021011	0	0	0.063	0.922	0.340	0	0.900	0.339	0.953
Ccl12	Ccr5	10090.ENSMUSP00000000194	10090.ENSMUSP00000107069	0	0	0	0	0.157	0.070	0.650	0.868	0.958
Ccl12	Ccl27b	10090.ENSMUSP00000000194	10090.ENSMUSP00000137284	0	0	0	0	0	0.414	0.900	0.415	0.962
Ccl12	Ccl6	10090.ENSMUSP00000000194	10090.ENSMUSP00000019071	0	0	0	0	0.137	0.138	0.900	0.768	0.980
Ccl12	Ccr2	10090.ENSMUSP00000000194	10090.ENSMUSP00000132453	0	0	0	0	0.074	0.070	0.900	0.994	0.999
Ccl17	Ccl2	10090.ENSMUSP00000034232	10090.ENSMUSP00000000193	0	0	0	0	0.115	0	0	0.830	0.843
Ccl17	Ccl3	10090.ENSMUSP00000034232	10090.ENSMUSP00000001008	0	0	0	0	0.079	0	0	0.876	0.880
Ccl17	Il16	10090.ENSMUSP00000034232	10090.ENSMUSP00000001792	0	0	0	0	0	0	0	0.457	0.457
Ccl17	Tgfb1	10090.ENSMUSP00000034232	10090.ENSMUSP00000002678	0	0	0	0	0.046	0	0	0.469	0.471
Ccl17	Ccl24	10090.ENSMUSP00000034232	10090.ENSMUSP00000004936	0	0	0	0	0.184	0	0	0.858	0.879
Ccl17	Mmp12	10090.ENSMUSP00000034232	10090.ENSMUSP00000005950	0	0	0	0	0.079	0	0	0.389	0.413
Ccl17	Ccl8	10090.ENSMUSP00000034232	10090.ENSMUSP00000009329	0	0	0	0	0.104	0	0	0.490	0.524
Ccl17	Csf1	10090.ENSMUSP00000034232	10090.ENSMUSP00000014743	0	0	0	0	0.088	0	0	0.604	0.623
Ccl17	Mmp9	10090.ENSMUSP00000034232	10090.ENSMUSP00000017881	0	0	0	0	0.050	0	0	0.485	0.489
Ccl17	Cxcl16	10090.ENSMUSP00000034232	10090.ENSMUSP00000019064	0	0	0	0	0.085	0	0	0.575	0.594
